,doi,ReleaseDate,TaxID,ScientificName,species_tax_id,class_tax_id,strain_tax_id,species,LibraryLayout,Platform,Model,Run,SRAStudy,BioProject,ProjectID,SRS_Sample,BioSample,Submission,LibraryStrategy,LibrarySelection,LibrarySource,CenterName,InsertSize,InsertDev,SRA ID,GEO Series,GEO Sample,PMID,Biosample ID,biosample_strain,strain_final,biosample_genotype,project,condition,refrence,condition_name_old,project_name_old,full_condition_name,replicate,refrence_condition_old,strain_description,base_media,carbon_source,aerobicity,nitrogen_source,supplement,temperature,growth_phase,OD,additional_notes,passed_fastqc,passed_reads_mapped_to_CDS,passed_global_correlation,passed_similar_replicates,passed_number_replicates,sample,n_replicates
SRX1737670,https://doi.org/10.1111/j.1365-2958.2009.06991.x,8/15/16 0:00,287.0,Pseudomonas aeruginosa,287,1236.0,287.0,Pseudomonas aeruginosa,PAIRED,ILLUMINA,Illumina HiSeq 2500,SRR3468974,SRP074218,PRJNA320165,320165.0,SRS1418182,SAMN04922441,SRA422311,RNA-Seq,Hybrid Selection,TRANSCRIPTOMIC,Singapore Centre for Environmental Life Sciences Engineering,0.0,2492161.0,,,,,PAO1 _wspFpelApslBCD,PAO1,wspFpelApslBCD,NC_002516.2,Doxorubicin_treatment,PAO1 _wspFpelApslBCD_wt,PAO1 _wspFpelApslBCD_wt,PAO1 _wspFpelApslBCD_wt,PAO1_wspFpelApslBCD_KO,Doxorubicin_treatment:PAO1 _wspFpelApslBCD_wt,3,PAO1 _wspFpelApslBCD_wt,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,Doxorubicin_treatment:PAO1 _wspFpelApslBCD_wt:3,3.0
SRX1516139,https://dx.doi.org/10.1128%2FmSphere.00020-16,1/8/16 17:47,208964.0,Pseudomonas aeruginosa PAO1,287,1236.0,208964.0,Pseudomonas aeruginosa,PAIRED,ILLUMINA,NextSeq 500,SRR3084458;SRR3084459;SRR3084460;SRR3084461,SRP068065,PRJNA307608,307608.0,SRS1234843,SAMN04383820,SRA328082,RNA-Seq,cDNA,TRANSCRIPTOMIC,SUNY College of Environmental Science and Forestry,0.0,2144237.0,GSE76522,GSM2027500,27303730,27303730.0,PAO1,PAO1,WT,NC_002516.2,gcsR_mutant,PAO1_rep_wt,PAO1_rep_wt,PAO1_rep_wt,PAO1_ΔgcsR,gcsR_mutant:PAO1_rep_wt,1,PAO1_rep_wt,,M9,Glycine,Aerobic,,,,exponential,600 ->0.5,,1.0,1.0,1.0,1.0,1.0,gcsR_mutant:PAO1_rep_wt:1,2.0
SRX1516140,https://dx.doi.org/10.1128%2FmSphere.00020-16,1/8/16 17:47,208964.0,Pseudomonas aeruginosa PAO1,287,1236.0,208964.0,Pseudomonas aeruginosa,PAIRED,ILLUMINA,NextSeq 500,SRR3084462;SRR3084463;SRR3084464;SRR3084465,SRP068065,PRJNA307608,307608.0,SRS1234844,SAMN04383821,SRA328082,RNA-Seq,cDNA,TRANSCRIPTOMIC,SUNY College of Environmental Science and Forestry,0.0,2144238.0,GSE76522,GSM2027501,27303730,27303730.0,PAO1,PAO1,WT,NC_002516.2,gcsR_mutant,PAO1_rep_wt,PAO1_rep_wt,PAO1_rep_wt,PAO1_ΔgcsR,gcsR_mutant:PAO1_rep_wt,2,PAO1_rep_wt,,M9,Glycine,Aerobic,,,,exponential,600 ->0.5,,1.0,1.0,1.0,1.0,1.0,gcsR_mutant:PAO1_rep_wt:2,2.0
SRX1516141,https://dx.doi.org/10.1128%2FmSphere.00020-16,1/8/16 17:47,287.0,Pseudomonas aeruginosa,287,1236.0,287.0,Pseudomonas aeruginosa,PAIRED,ILLUMINA,NextSeq 500,SRR3084466;SRR3084467;SRR3084468;SRR3084469,SRP068065,PRJNA307608,307608.0,SRS1234841,SAMN04383822,SRA328082,RNA-Seq,cDNA,TRANSCRIPTOMIC,SUNY College of Environmental Science and Forestry,0.0,2144239.0,GSE76522,GSM2027502,27303730,27303730.0,deltagcsR PAO1,PAO1,deltagcsR,NC_002516.2,gcsR_mutant,GcsR_rep,PAO1_rep_wt,GcsR_rep1,PAO1_ΔgcsR,gcsR_mutant:GcsR_rep,1,PAO1_rep_wt,,M9,Glycine,Aerobic,,,,exponential,600 ->0.5,,1.0,1.0,1.0,1.0,1.0,gcsR_mutant:GcsR_rep:1,2.0
SRX1516142,https://dx.doi.org/10.1128%2FmSphere.00020-16,1/8/16 17:47,287.0,Pseudomonas aeruginosa,287,1236.0,287.0,Pseudomonas aeruginosa,PAIRED,ILLUMINA,NextSeq 500,SRR3084470;SRR3084471;SRR3084472;SRR3084473,SRP068065,PRJNA307608,307608.0,SRS1234842,SAMN04383823,SRA328082,RNA-Seq,cDNA,TRANSCRIPTOMIC,SUNY College of Environmental Science and Forestry,0.0,2144240.0,GSE76522,GSM2027503,27303730,27303730.0,deltagcsR PAO2,PAO1,deltagcsR,NC_002516.2,gcsR_mutant,GcsR_rep,PAO1_rep_wt,GcsR_rep2,PAO1_ΔgcsR,gcsR_mutant:GcsR_rep,2,PAO1_rep_wt,,M9,Glycine,Aerobic,,,,exponential,600 ->0.5,,1.0,1.0,1.0,1.0,1.0,gcsR_mutant:GcsR_rep:2,2.0
SRX591667,https://dx.doi.org/10.1128%2FAAC.02676-15,6/15/14 12:59,208964.0,Pseudomonas aeruginosa PAO1,287,1236.0,208964.0,Pseudomonas aeruginosa,PAIRED,ILLUMINA,Illumina HiSeq 2500,SRR1382017,SRP043146,PRJNA252560,252560.0,SRS634911,SAMN02851334,SRA170142,RNA-Seq,cDNA,TRANSCRIPTOMIC,Institute of Microbiology,0.0,838283.0,GSE58390,GSM1409765,24637685,24637685.0,PAO1,PAO1,wild type,NC_002516.2,ampC_mutation,PA_Cef_taz_wt,PA_Cef_taz_wt,PA_Cef_taz_wt,PA_AmpC_mutation,ampC_mutation:PA_Cef_taz_wt,1,PA_Cef_taz_wt,,LB,,,,,37.0,,OD600 ->1.0,,1.0,1.0,1.0,1.0,1.0,ampC_mutation:PA_Cef_taz_wt:1,2.0
SRX591668,https://dx.doi.org/10.1128%2FAAC.02676-15,6/15/14 12:59,208964.0,Pseudomonas aeruginosa PAO1,287,1236.0,208964.0,Pseudomonas aeruginosa,PAIRED,ILLUMINA,Illumina HiSeq 2500,SRR1382018,SRP043146,PRJNA252560,252560.0,SRS634912,SAMN02851336,SRA170142,RNA-Seq,cDNA,TRANSCRIPTOMIC,Institute of Microbiology,0.0,838284.0,GSE58390,GSM1409766,24637685,24637685.0,PAO1_∆mutS,PAO1,mutant,NC_002516.2,ampC_mutation,PA_mutS_Cef_taz,PA_Cef_taz_wt,PA_mutS_Cef_taz_1,PA_AmpC_mutation,ampC_mutation:PA_mutS_Cef_taz,1,PA_Cef_taz_wt,,LB,,Ceftolozane-tazobactam,,,37.0,,OD600 ->1.0,,1.0,1.0,1.0,1.0,1.0,ampC_mutation:PA_mutS_Cef_taz:1,2.0
SRX591669,https://dx.doi.org/10.1128%2FAAC.02676-15,6/15/14 12:59,208964.0,Pseudomonas aeruginosa PAO1,287,1236.0,208964.0,Pseudomonas aeruginosa,PAIRED,ILLUMINA,Illumina HiSeq 2500,SRR1382019,SRP043146,PRJNA252560,252560.0,SRS634913,SAMN02851344,SRA170142,RNA-Seq,cDNA,TRANSCRIPTOMIC,Institute of Microbiology,0.0,838285.0,GSE58390,GSM1409767,24637685,24637685.0,PAO1_∆mutS,PAO1,mutant,NC_002516.2,ampC_mutation,PA_mutS,PA_Cef_taz_wt,PA_mutS_1,PA_AmpC_mutation,ampC_mutation:PA_mutS,1,PA_Cef_taz_wt,,LB,,,,,37.0,,OD600 ->1.0,,1.0,1.0,1.0,1.0,1.0,ampC_mutation:PA_mutS:1,6.0
SRX591670,https://dx.doi.org/10.1128%2FAAC.02676-15,6/15/14 12:59,208964.0,Pseudomonas aeruginosa PAO1,287,1236.0,208964.0,Pseudomonas aeruginosa,PAIRED,ILLUMINA,Illumina HiSeq 2500,SRR1382020,SRP043146,PRJNA252560,252560.0,SRS634914,SAMN02851335,SRA170142,RNA-Seq,cDNA,TRANSCRIPTOMIC,Institute of Microbiology,0.0,838286.0,GSE58390,GSM1409768,24637685,24637685.0,PAO1_∆mutS,PAO1,mutant,NC_002516.2,ampC_mutation,PA_mutS,PA_Cef_taz_wt,PA_mutS_2,PA_AmpC_mutation,ampC_mutation:PA_mutS,2,PA_Cef_taz_wt,,LB,,,,,37.0,,OD600 ->1.0,,1.0,1.0,1.0,1.0,1.0,ampC_mutation:PA_mutS:2,6.0
SRX591671,https://dx.doi.org/10.1128%2FAAC.02676-15,6/15/14 12:59,208964.0,Pseudomonas aeruginosa PAO1,287,1236.0,208964.0,Pseudomonas aeruginosa,PAIRED,ILLUMINA,Illumina HiSeq 2500,SRR1382021,SRP043146,PRJNA252560,252560.0,SRS634915,SAMN02851342,SRA170142,RNA-Seq,cDNA,TRANSCRIPTOMIC,Institute of Microbiology,0.0,838287.0,GSE58390,GSM1409769,24637685,24637685.0,PAO1_∆mutS,PAO1,mutant,NC_002516.2,ampC_mutation,PA_mutS,PA_Cef_taz_wt,PA_mutS_3,PA_AmpC_mutation,ampC_mutation:PA_mutS,3,PA_Cef_taz_wt,,LB,,,,,37.0,,OD600 ->1.0,,1.0,1.0,1.0,1.0,1.0,ampC_mutation:PA_mutS:3,6.0
SRX591675,https://dx.doi.org/10.1128%2FAAC.02676-15,6/15/14 12:59,208964.0,Pseudomonas aeruginosa PAO1,287,1236.0,208964.0,Pseudomonas aeruginosa,PAIRED,ILLUMINA,Illumina HiSeq 2500,SRR1382025,SRP043146,PRJNA252560,252560.0,SRS634919,SAMN02851343,SRA170142,RNA-Seq,cDNA,TRANSCRIPTOMIC,Institute of Microbiology,0.0,838291.0,GSE58390,GSM1409773,24637685,24637685.0,PAO1,PAO1,wild type,NC_002516.2,ampC_mutation,PA_Cef_taz_wt,PA_Cef_taz_wt,PA_Cef_taz_wt,PA_AmpC_mutation,ampC_mutation:PA_Cef_taz_wt,2,PA_Cef_taz_wt,,LB,,,,,37.0,,OD600 ->1.0,,1.0,1.0,1.0,1.0,1.0,ampC_mutation:PA_Cef_taz_wt:2,2.0
SRX591676,https://dx.doi.org/10.1128%2FAAC.02676-15,6/15/14 12:59,208964.0,Pseudomonas aeruginosa PAO1,287,1236.0,208964.0,Pseudomonas aeruginosa,PAIRED,ILLUMINA,Illumina HiSeq 2500,SRR1382026,SRP043146,PRJNA252560,252560.0,SRS634920,SAMN02851339,SRA170142,RNA-Seq,cDNA,TRANSCRIPTOMIC,Institute of Microbiology,0.0,838292.0,GSE58390,GSM1409774,24637685,24637685.0,PAO1_∆mutS,PAO1,mutant,NC_002516.2,ampC_mutation,PA_mutS_Cef_taz,PA_Cef_taz_wt,PA_mutS_Cef_taz_2,PA_AmpC_mutation,ampC_mutation:PA_mutS_Cef_taz,2,PA_Cef_taz_wt,,LB,,Ceftolozane-tazobactam,,,37.0,,OD600 ->1.0,,1.0,1.0,1.0,1.0,1.0,ampC_mutation:PA_mutS_Cef_taz:2,2.0
SRX591677,https://dx.doi.org/10.1128%2FAAC.02676-15,6/15/14 12:59,208964.0,Pseudomonas aeruginosa PAO1,287,1236.0,208964.0,Pseudomonas aeruginosa,PAIRED,ILLUMINA,Illumina HiSeq 2500,SRR1382027,SRP043146,PRJNA252560,252560.0,SRS634921,SAMN02851341,SRA170142,RNA-Seq,cDNA,TRANSCRIPTOMIC,Institute of Microbiology,0.0,838293.0,GSE58390,GSM1409775,24637685,24637685.0,PAO1_∆mutS,PAO1,mutant,NC_002516.2,ampC_mutation,PA_mutS,PA_Cef_taz_wt,PA_mutS_4,PA_AmpC_mutation,ampC_mutation:PA_mutS,4,PA_Cef_taz_wt,,LB,,,,,37.0,,OD600 ->1.0,,1.0,1.0,1.0,1.0,1.0,ampC_mutation:PA_mutS:4,6.0
SRX591678,https://dx.doi.org/10.1128%2FAAC.02676-15,6/15/14 12:59,208964.0,Pseudomonas aeruginosa PAO1,287,1236.0,208964.0,Pseudomonas aeruginosa,PAIRED,ILLUMINA,Illumina HiSeq 2500,SRR1382028,SRP043146,PRJNA252560,252560.0,SRS634922,SAMN02851345,SRA170142,RNA-Seq,cDNA,TRANSCRIPTOMIC,Institute of Microbiology,0.0,838294.0,GSE58390,GSM1409776,24637685,24637685.0,PAO1_∆mutS,PAO1,mutant,NC_002516.2,ampC_mutation,PA_mutS,PA_Cef_taz_wt,PA_mutS_5,PA_AmpC_mutation,ampC_mutation:PA_mutS,5,PA_Cef_taz_wt,,LB,,,,,37.0,,OD600 ->1.0,,1.0,1.0,1.0,1.0,1.0,ampC_mutation:PA_mutS:5,6.0
SRX591679,https://dx.doi.org/10.1128%2FAAC.02676-15,6/15/14 12:59,208964.0,Pseudomonas aeruginosa PAO1,287,1236.0,208964.0,Pseudomonas aeruginosa,PAIRED,ILLUMINA,Illumina HiSeq 2500,SRR1382029,SRP043146,PRJNA252560,252560.0,SRS634923,SAMN02851337,SRA170142,RNA-Seq,cDNA,TRANSCRIPTOMIC,Institute of Microbiology,0.0,838295.0,GSE58390,GSM1409777,24637685,24637685.0,PAO1_∆mutS,PAO1,mutant,NC_002516.2,ampC_mutation,PA_mutS,PA_Cef_taz_wt,PA_mutS_6,PA_AmpC_mutation,ampC_mutation:PA_mutS,6,PA_Cef_taz_wt,,LB,,,,,37.0,,OD600 ->1.0,,1.0,1.0,1.0,1.0,1.0,ampC_mutation:PA_mutS:6,6.0
SRX2520351,https://doi.org/10.1093/nar/gky324,5/1/18 17:26,287.0,Pseudomonas aeruginosa,287,1236.0,287.0,Pseudomonas aeruginosa,PAIRED,ILLUMINA,Illumina MiSeq,SRR5206458,SRP097886,PRJNA368955,368955.0,SRS1942059,SAMN06274082,SRA531669,RNA-Seq,cDNA,TRANSCRIPTOMIC,University of Nottingham,0.0,3648230.0,GSE94113,GSM2469408,29718466,29718466.0,PAO1-L,PAO1,wild type,NC_002516.2,Riboregulatory_protein_RsmN,Prelim_Total_Lib_wt,Prelim_Total_Lib_wt,Prelim_Total_Lib_wt,PA_RsmN,Riboregulatory_protein_RsmN:Prelim_Total_Lib_wt,1,Prelim_Total_Lib_wt,,LB,,Aerobic,,,,,OD600 ->1.0,,1.0,1.0,1.0,1.0,1.0,Riboregulatory_protein_RsmN:Prelim_Total_Lib_wt:1,5.0
SRX2520352,https://doi.org/10.1093/nar/gky324,5/1/18 17:26,287.0,Pseudomonas aeruginosa,287,1236.0,287.0,Pseudomonas aeruginosa,PAIRED,ILLUMINA,Illumina MiSeq,SRR5206459,SRP097886,PRJNA368955,368955.0,SRS1942060,SAMN06274092,SRA531669,RNA-Seq,cDNA,TRANSCRIPTOMIC,University of Nottingham,0.0,3648231.0,GSE94113,GSM2469409,29718466,29718466.0,PAO1-L,PAO1,wild type,NC_002516.2,Riboregulatory_protein_RsmN,Prelim_Total_Lib_wt,Prelim_Total_Lib_wt,Prelim_Total_Lib_wt,PA_RsmN,Riboregulatory_protein_RsmN:Prelim_Total_Lib_wt,2,Prelim_Total_Lib_wt,,LB,,Aerobic,,,,,OD600 ->1.0,,1.0,1.0,1.0,1.0,1.0,Riboregulatory_protein_RsmN:Prelim_Total_Lib_wt:2,5.0
SRX2520353,https://doi.org/10.1093/nar/gky324,5/1/18 17:26,287.0,Pseudomonas aeruginosa,287,1236.0,287.0,Pseudomonas aeruginosa,PAIRED,ILLUMINA,Illumina MiSeq,SRR5206460,SRP097886,PRJNA368955,368955.0,SRS1942061,SAMN06274091,SRA531669,RNA-Seq,cDNA,TRANSCRIPTOMIC,University of Nottingham,0.0,3648232.0,GSE94113,GSM2469410,29718466,29718466.0,PAO1-L,PAO1,wild type,NC_002516.2,Riboregulatory_protein_RsmN,Prelim_RsmN_Lib,Prelim_Total_Lib_wt,Prelim_RsmN_Lib1,PA_RsmN,Riboregulatory_protein_RsmN:Prelim_RsmN_Lib,1,Prelim_Total_Lib_wt,,LB,,Aerobic,,,,,OD600 ->1.0,,1.0,1.0,1.0,1.0,1.0,Riboregulatory_protein_RsmN:Prelim_RsmN_Lib:1,2.0
SRX2520354,https://doi.org/10.1093/nar/gky324,5/1/18 17:26,287.0,Pseudomonas aeruginosa,287,1236.0,287.0,Pseudomonas aeruginosa,PAIRED,ILLUMINA,Illumina MiSeq,SRR5206461,SRP097886,PRJNA368955,368955.0,SRS1942062,SAMN06274090,SRA531669,RNA-Seq,cDNA,TRANSCRIPTOMIC,University of Nottingham,0.0,3648233.0,GSE94113,GSM2469411,29718466,29718466.0,PAO1-L,PAO1,wild type,NC_002516.2,Riboregulatory_protein_RsmN,Prelim_RsmN_Lib,Prelim_Total_Lib_wt,Prelim_RsmN_Lib2,PA_RsmN,Riboregulatory_protein_RsmN:Prelim_RsmN_Lib,2,Prelim_Total_Lib_wt,,LB,,Aerobic,,,,,OD600 ->1.0,,1.0,1.0,1.0,1.0,1.0,Riboregulatory_protein_RsmN:Prelim_RsmN_Lib:2,2.0
SRX2520355,https://doi.org/10.1093/nar/gky324,5/1/18 17:26,287.0,Pseudomonas aeruginosa,287,1236.0,287.0,Pseudomonas aeruginosa,SINGLE,ILLUMINA,Illumina MiSeq,SRR5206462,SRP097886,PRJNA368955,368955.0,SRS1942063,SAMN06274089,SRA531669,RNA-Seq,cDNA,TRANSCRIPTOMIC,University of Nottingham,0.0,3648234.0,GSE94113,GSM2469412,29718466,29718466.0,PAO1-L,PAO1,wild type,NC_002516.2,Riboregulatory_protein_RsmN,Prelim_Total_Lib_wt,Prelim_Total_Lib_wt,Prelim_Total_Lib_wt,PA_RsmN,Riboregulatory_protein_RsmN:Prelim_Total_Lib_wt,3,Prelim_Total_Lib_wt,,LB,,Aerobic,,,,,OD600 ->1.0,,1.0,1.0,1.0,1.0,1.0,Riboregulatory_protein_RsmN:Prelim_Total_Lib_wt:3,5.0
SRX2520356,https://doi.org/10.1093/nar/gky324,5/1/18 17:26,287.0,Pseudomonas aeruginosa,287,1236.0,287.0,Pseudomonas aeruginosa,SINGLE,ILLUMINA,Illumina MiSeq,SRR5206463,SRP097886,PRJNA368955,368955.0,SRS1942064,SAMN06274088,SRA531669,RNA-Seq,cDNA,TRANSCRIPTOMIC,University of Nottingham,0.0,3648235.0,GSE94113,GSM2469413,29718466,29718466.0,PAO1-L,PAO1,wild type,NC_002516.2,Riboregulatory_protein_RsmN,Prelim_Total_Lib_wt,Prelim_Total_Lib_wt,Prelim_Total_Lib_wt,PA_RsmN,Riboregulatory_protein_RsmN:Prelim_Total_Lib_wt,4,Prelim_Total_Lib_wt,,LB,,Aerobic,,,,,OD600 ->1.0,,1.0,1.0,1.0,1.0,1.0,Riboregulatory_protein_RsmN:Prelim_Total_Lib_wt:4,5.0
SRX2520357,https://doi.org/10.1093/nar/gky324,5/1/18 17:26,287.0,Pseudomonas aeruginosa,287,1236.0,287.0,Pseudomonas aeruginosa,SINGLE,ILLUMINA,Illumina MiSeq,SRR5206464,SRP097886,PRJNA368955,368955.0,SRS1942065,SAMN06274087,SRA531669,RNA-Seq,cDNA,TRANSCRIPTOMIC,University of Nottingham,0.0,3648236.0,GSE94113,GSM2469414,29718466,29718466.0,PAO1-L,PAO1,wild type,NC_002516.2,Riboregulatory_protein_RsmN,Prelim_Total_Lib_wt,Prelim_Total_Lib_wt,Prelim_Total_Lib_wt,PA_RsmN,Riboregulatory_protein_RsmN:Prelim_Total_Lib_wt,5,Prelim_Total_Lib_wt,,LB,,Aerobic,,,,,OD600 ->1.0,,1.0,1.0,1.0,1.0,1.0,Riboregulatory_protein_RsmN:Prelim_Total_Lib_wt:5,5.0
SRX2520358,https://doi.org/10.1093/nar/gky324,5/1/18 17:26,287.0,Pseudomonas aeruginosa,287,1236.0,287.0,Pseudomonas aeruginosa,SINGLE,ILLUMINA,Illumina MiSeq,SRR5206465,SRP097886,PRJNA368955,368955.0,SRS1942066,SAMN06274085,SRA531669,RNA-Seq,cDNA,TRANSCRIPTOMIC,University of Nottingham,0.0,3648237.0,GSE94113,GSM2469415,29718466,29718466.0,PAO1-L,PAO1,wild type,NC_002516.2,Riboregulatory_protein_RsmN,Final_RsmN_Lib,Prelim_Total_Lib_wt,Final_RsmN_Lib1,PA_RsmN,Riboregulatory_protein_RsmN:Final_RsmN_Lib,1,Prelim_Total_Lib_wt,,LB,,Aerobic,,,,,OD600 ->1.0,,1.0,1.0,1.0,1.0,1.0,Riboregulatory_protein_RsmN:Final_RsmN_Lib:1,3.0
SRX2520359,https://doi.org/10.1093/nar/gky324,5/1/18 17:26,287.0,Pseudomonas aeruginosa,287,1236.0,287.0,Pseudomonas aeruginosa,SINGLE,ILLUMINA,Illumina MiSeq,SRR5206466,SRP097886,PRJNA368955,368955.0,SRS1942067,SAMN06274084,SRA531669,RNA-Seq,cDNA,TRANSCRIPTOMIC,University of Nottingham,0.0,3648238.0,GSE94113,GSM2469416,29718466,29718466.0,PAO1-L,PAO1,wild type,NC_002516.2,Riboregulatory_protein_RsmN,Final_RsmN_Lib,Prelim_Total_Lib_wt,Final_RsmN_Lib2,PA_RsmN,Riboregulatory_protein_RsmN:Final_RsmN_Lib,2,Prelim_Total_Lib_wt,,LB,,Aerobic,,,,,OD600 ->1.0,,1.0,1.0,1.0,1.0,1.0,Riboregulatory_protein_RsmN:Final_RsmN_Lib:2,3.0
SRX2520360,https://doi.org/10.1093/nar/gky324,5/1/18 17:26,287.0,Pseudomonas aeruginosa,287,1236.0,287.0,Pseudomonas aeruginosa,SINGLE,ILLUMINA,Illumina MiSeq,SRR5206467,SRP097886,PRJNA368955,368955.0,SRS1942068,SAMN06274083,SRA531669,RNA-Seq,cDNA,TRANSCRIPTOMIC,University of Nottingham,0.0,3648239.0,GSE94113,GSM2469417,29718466,29718466.0,PAO1-L,PAO1,wild type,NC_002516.2,Riboregulatory_protein_RsmN,Final_RsmN_Lib,Prelim_Total_Lib_wt,Final_RsmN_Lib3,PA_RsmN,Riboregulatory_protein_RsmN:Final_RsmN_Lib,3,Prelim_Total_Lib_wt,,LB,,Aerobic,,,,,OD600 ->1.0,,1.0,1.0,1.0,1.0,1.0,Riboregulatory_protein_RsmN:Final_RsmN_Lib:3,3.0
SRX2652927,https://dx.doi.org/10.1128%2FAEM.03249-16,3/17/17 20:45,208964.0,Pseudomonas aeruginosa PAO1,287,1236.0,208964.0,Pseudomonas aeruginosa,SINGLE,ILLUMINA,Illumina HiSeq 2500,SRR5356898,SRP102099,PRJNA379630,379630.0,SRS2058111,SAMN06617373,SRA547049,RNA-Seq,other,TRANSCRIPTOMIC,Lawrence Livermore National Laboratory,0.0,3835294.0,,,28454561,28454561.0,PAO1,PAO1,wild type,NC_002516.2,n-alkanes_treatment,PA_alkane,PA_Glycerol,PA_alkane,PA_alkanes,n-alkanes_treatment:PA_alkane,1,PA_Glycerol,,LB,,,,,28.0,,,,1.0,1.0,1.0,1.0,1.0,n-alkanes_treatment:PA_alkane:1,2.0
SRX2652931,https://dx.doi.org/10.1128%2FAEM.03249-16,3/17/17 21:12,208964.0,Pseudomonas aeruginosa PAO1,287,1236.0,208964.0,Pseudomonas aeruginosa,SINGLE,ILLUMINA,Illumina HiSeq 2500,SRR5356902,SRP102099,PRJNA379630,379630.0,SRS2058113,SAMN06617371,SRA547049,RNA-Seq,other,TRANSCRIPTOMIC,Lawrence Livermore National Laboratory,0.0,3835298.0,,,28454561,28454561.0,PAO1,PAO1,wild type,NC_002516.2,n-alkanes_treatment,PA_alkane,PA_Glycerol,PA_alkane,PA_alkanes,n-alkanes_treatment:PA_alkane,2,PA_Glycerol,,LB,,,,,28.0,,,,1.0,1.0,1.0,1.0,1.0,n-alkanes_treatment:PA_alkane:2,2.0
SRX2652933,https://dx.doi.org/10.1128%2FAEM.03249-16,3/17/17 20:37,208964.0,Pseudomonas aeruginosa PAO1,287,1236.0,208964.0,Pseudomonas aeruginosa,SINGLE,ILLUMINA,Illumina HiSeq 2500,SRR5356904,SRP102099,PRJNA379630,379630.0,SRS2058114,SAMN06617370,SRA547049,RNA-Seq,other,TRANSCRIPTOMIC,Lawrence Livermore National Laboratory,0.0,3835300.0,,,28454561,28454561.0,PAO1,PAO1,wild type,NC_002516.2,n-alkanes_treatment,PA_Glycerol,PA_Glycerol,PA_Glycerol,PA_alkanes,n-alkanes_treatment:PA_Glycerol,1,PA_Glycerol,,LB,,,,,28.0,,,,1.0,1.0,1.0,1.0,1.0,n-alkanes_treatment:PA_Glycerol:1,3.0
SRX2652935,https://dx.doi.org/10.1128%2FAEM.03249-16,3/17/17 20:44,208964.0,Pseudomonas aeruginosa PAO1,287,1236.0,208964.0,Pseudomonas aeruginosa,SINGLE,ILLUMINA,Illumina HiSeq 2500,SRR5356906,SRP102099,PRJNA379630,379630.0,SRS2058115,SAMN06617369,SRA547049,RNA-Seq,other,TRANSCRIPTOMIC,Lawrence Livermore National Laboratory,0.0,3835302.0,,,28454561,28454561.0,PAO1,PAO1,wild type,NC_002516.2,n-alkanes_treatment,PA_Glycerol,PA_Glycerol,PA_Glycerol,PA_alkanes,n-alkanes_treatment:PA_Glycerol,2,PA_Glycerol,,LB,,,,,28.0,,,,1.0,1.0,1.0,1.0,1.0,n-alkanes_treatment:PA_Glycerol:2,3.0
SRX2652937,https://dx.doi.org/10.1128%2FAEM.03249-16,3/17/17 20:38,208964.0,Pseudomonas aeruginosa PAO1,287,1236.0,208964.0,Pseudomonas aeruginosa,SINGLE,ILLUMINA,Illumina HiSeq 2500,SRR5356908,SRP102099,PRJNA379630,379630.0,SRS2058116,SAMN06617368,SRA547049,RNA-Seq,other,TRANSCRIPTOMIC,Lawrence Livermore National Laboratory,0.0,3835304.0,,,28454561,28454561.0,PAO1,PAO1,wild type,NC_002516.2,n-alkanes_treatment,PA_Glycerol,PA_Glycerol,PA_Glycerol,PA_alkanes,n-alkanes_treatment:PA_Glycerol,3,PA_Glycerol,,LB,,,,,28.0,,,,1.0,1.0,1.0,1.0,1.0,n-alkanes_treatment:PA_Glycerol:3,3.0
SRX2940624,https://doi.org/10.3389/fmicb.2019.01199,6/17/19 16:31,208964.0,Pseudomonas aeruginosa PAO1,287,1236.0,208964.0,Pseudomonas aeruginosa,PAIRED,ILLUMINA,Illumina HiSeq 2000,SRR5724636,SRP109989,PRJNA391260,391260.0,SRS2301719,SAMN07260016,SRA578423,RNA-Seq,cDNA,TRANSCRIPTOMIC,Mcquarie University,0.0,4196125.0,GSE100287,GSM2677307,31214142,31214142.0,PAO1,PAO1,wild type,NC_002516.2,Catabolise_Nucleic_Acids,L_asp,DNA_1,L_asp_1,PA_catabolite_NA,Catabolise_Nucleic_Acids:L_asp,1,DNA_1,,LB,,,L-Asparagine,,,,,,1.0,1.0,1.0,1.0,1.0,Catabolise_Nucleic_Acids:L_asp:1,2.0
SRX2940626,https://doi.org/10.3389/fmicb.2019.01199,6/17/19 16:31,208964.0,Pseudomonas aeruginosa PAO1,287,1236.0,208964.0,Pseudomonas aeruginosa,PAIRED,ILLUMINA,Illumina HiSeq 2000,SRR5724638,SRP109989,PRJNA391260,391260.0,SRS2301721,SAMN07260039,SRA578423,RNA-Seq,cDNA,TRANSCRIPTOMIC,Mcquarie University,0.0,4196127.0,GSE100287,GSM2677309,31214142,31214142.0,PAO1,PAO1,wild type,NC_002516.2,Catabolise_Nucleic_Acids,L_asp,DNA_1,L_asp_3,PA_catabolite_NA,Catabolise_Nucleic_Acids:L_asp,2,DNA_1,,LB,,,L-Asparagine,,,,,,1.0,1.0,1.0,1.0,1.0,Catabolise_Nucleic_Acids:L_asp:2,2.0
