,ReleaseDate,TaxID,ScientificName,species_tax_id,class_tax_id,strain_tax_id,species,LibraryLayout,Platform,Model,Run,SRAStudy,BioProject,ProjectID,SRS_Sample,BioSample,Submission,LibraryStrategy,LibrarySelection,LibrarySource,Body_Site,CenterName,InsertSize,InsertDev,SRA ID,GEO Series,GEO Sample,PMID,Biosample ID,biosample_strain,biosample_genotype,reference_sequence,project,project_name,reference_condition,condition,condition_name,strain_description,base_media,carbon_source,nitrogen_source,aerobicity,supplement,temperature,pH,growth_phase,OD,co_culture,time,host_plant,host_genotype,infiltration_agent,inoculation_time (h post infiltration),sample_time (h post inoculation),additional_notes,passed_fastqc,passed_pct_reads_mapped,passed_reads_mapped_to_CDS,passed_global_correlation,full_condition_name,passed_similar_replicates,passed_number_replicates,replicate,sample,n_replicates
SRX3158991,2/27/18 16:49,223283,Pseudomonas syringae pv. tomato str. DC3000,251701,1236,223283,Pseudomonas syringae group genomosp. 3,SINGLE,ILLUMINA,Illumina HiSeq 2500,SRR6003709,SRP117026,PRJNA401802,401802,SRS2490315,SAMN07604100,SRA605254,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,4459311,GSE103406,GSM2770700,29531038,7604100,Pto,,,immunity_no_isolation,immunity_no_isolation,WT_WT_mock,WT_WT_flg22,WT_WT_flg22,DC3000,King's B,Glycerol,,1.0,,30.0,6.9,,0.75,,,Arabidopsis thaliana,Col-0,flg22,20.0,7.0,,True,True,True,True,immunity_no_isolation:WT_WT_flg22,True,True,3.0,immunity_no_isolation__WT_WT_flg22__3.0,3.0
SRX3158992,2/27/18 16:49,223283,Pseudomonas syringae pv. tomato str. DC3000,251701,1236,223283,Pseudomonas syringae group genomosp. 3,SINGLE,ILLUMINA,Illumina HiSeq 2500,SRR6003710,SRP117026,PRJNA401802,401802,SRS2490316,SAMN07604099,SRA605254,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,4459312,GSE103406,GSM2770701,29531038,7604099,Pto,,,immunity_no_isolation,immunity_no_isolation,WT_WT_mock,WT_WT_mock,WT_WT_mock,DC3000,King's B,Glycerol,,1.0,,30.0,6.9,,0.75,,,Arabidopsis thaliana,Col-0,DMSO,20.0,7.0,,True,True,True,True,immunity_no_isolation:WT_WT_mock,True,True,2.0,immunity_no_isolation__WT_WT_mock__2.0,3.0
SRX3158996,2/27/18 16:49,223283,Pseudomonas syringae pv. tomato str. DC3000,251701,1236,223283,Pseudomonas syringae group genomosp. 3,SINGLE,ILLUMINA,Illumina HiSeq 2500,SRR6003714,SRP117026,PRJNA401802,401802,SRS2490320,SAMN07604172,SRA605254,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,4459316,GSE103406,GSM2770705,29531038,7604172,Pto,,,immunity_no_isolation,immunity_no_isolation,WT_WT_mock,WT_WT_mock,WT_WT_mock,DC3000,King's B,Glycerol,,1.0,,30.0,6.9,,0.75,,,Arabidopsis thaliana,Col-0,DMSO,20.0,7.0,,True,True,True,True,immunity_no_isolation:WT_WT_mock,True,True,3.0,immunity_no_isolation__WT_WT_mock__3.0,3.0
SRX3644656,2/5/18 16:50,223283,Pseudomonas syringae pv. tomato str. DC3000,251701,1236,223283,Pseudomonas syringae group genomosp. 3,SINGLE,ILLUMINA,NextSeq 500,SRR6667888;SRR6667889;SRR6667890;SRR6667891,SRP132103,PRJNA432750,432750,SRS2909430,SAMN08457949,SRA655245,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,5043382,GSE110100,GSM2977601,29460676,8457949,DC3000,,,immunity_time,immunity_time,mock_1hpi,mock_1hpi,mock_1hpi,DC3000,King's B,Glycerol,,1.0,,22.0,6.9,,0.8,,,Arabidopsis thaliana,Col-0,DMSO,20.0,1.0,,True,True,True,True,immunity_time:mock_1hpi,True,True,1.0,immunity_time__mock_1hpi__1.0,3.0
SRX3644657,2/5/18 16:50,223283,Pseudomonas syringae pv. tomato str. DC3000,251701,1236,223283,Pseudomonas syringae group genomosp. 3,SINGLE,ILLUMINA,NextSeq 500,SRR6667892;SRR6667893;SRR6667894;SRR6667895,SRP132103,PRJNA432750,432750,SRS2909440,SAMN08457938,SRA655245,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,5043383,GSE110100,GSM2977602,29460676,8457938,DC3000,,,immunity_time,immunity_time,mock_1hpi,mock_1hpi,mock_1hpi,DC3000,King's B,Glycerol,,1.0,,22.0,6.9,,0.8,,,Arabidopsis thaliana,Col-0,DMSO,20.0,1.0,,True,True,True,True,immunity_time:mock_1hpi,True,True,2.0,immunity_time__mock_1hpi__2.0,3.0
SRX3644658,2/5/18 16:50,223283,Pseudomonas syringae pv. tomato str. DC3000,251701,1236,223283,Pseudomonas syringae group genomosp. 3,SINGLE,ILLUMINA,NextSeq 500,SRR6667896;SRR6667897;SRR6667898;SRR6667899,SRP132103,PRJNA432750,432750,SRS2909441,SAMN08457937,SRA655245,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,5043384,GSE110100,GSM2977603,29460676,8457937,DC3000,,,immunity_time,immunity_time,mock_1hpi,mock_1hpi,mock_1hpi,DC3000,King's B,Glycerol,,1.0,,22.0,6.9,,0.8,,,Arabidopsis thaliana,Col-0,DMSO,20.0,1.0,,True,True,True,True,immunity_time:mock_1hpi,True,True,3.0,immunity_time__mock_1hpi__3.0,3.0
SRX3644659,2/5/18 16:50,223283,Pseudomonas syringae pv. tomato str. DC3000,251701,1236,223283,Pseudomonas syringae group genomosp. 3,SINGLE,ILLUMINA,NextSeq 500,SRR6667900;SRR6667901;SRR6667902;SRR6667903,SRP132103,PRJNA432750,432750,SRS2909431,SAMN08457930,SRA655245,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,5043385,GSE110100,GSM2977604,29460676,8457930,DC3000,,,immunity_time,immunity_time,mock_1hpi,flg22_1hpi,flg22_1hpi,DC3000,King's B,Glycerol,,1.0,,22.0,6.9,,0.8,,,Arabidopsis thaliana,Col-0,flg22,20.0,1.0,,True,True,True,True,immunity_time:flg22_1hpi,True,True,1.0,immunity_time__flg22_1hpi__1.0,3.0
SRX3644660,2/5/18 16:50,223283,Pseudomonas syringae pv. tomato str. DC3000,251701,1236,223283,Pseudomonas syringae group genomosp. 3,SINGLE,ILLUMINA,NextSeq 500,SRR6667904;SRR6667905;SRR6667906;SRR6667907,SRP132103,PRJNA432750,432750,SRS2909432,SAMN08457950,SRA655245,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,5043386,GSE110100,GSM2977605,29460676,8457950,DC3000,,,immunity_time,immunity_time,mock_1hpi,flg22_1hpi,flg22_1hpi,DC3000,King's B,Glycerol,,1.0,,22.0,6.9,,0.8,,,Arabidopsis thaliana,Col-0,flg22,20.0,1.0,,True,True,True,True,immunity_time:flg22_1hpi,True,True,2.0,immunity_time__flg22_1hpi__2.0,3.0
SRX3644661,2/5/18 16:50,223283,Pseudomonas syringae pv. tomato str. DC3000,251701,1236,223283,Pseudomonas syringae group genomosp. 3,SINGLE,ILLUMINA,NextSeq 500,SRR6667908;SRR6667909;SRR6667910;SRR6667911,SRP132103,PRJNA432750,432750,SRS2909433,SAMN08457948,SRA655245,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,5043387,GSE110100,GSM2977606,29460676,8457948,DC3000,,,immunity_time,immunity_time,mock_1hpi,flg22_1hpi,flg22_1hpi,DC3000,King's B,Glycerol,,1.0,,22.0,6.9,,0.8,,,Arabidopsis thaliana,Col-0,flg22,20.0,1.0,,True,True,True,True,immunity_time:flg22_1hpi,True,True,3.0,immunity_time__flg22_1hpi__3.0,3.0
SRX3644662,2/5/18 16:50,223283,Pseudomonas syringae pv. tomato str. DC3000,251701,1236,223283,Pseudomonas syringae group genomosp. 3,SINGLE,ILLUMINA,NextSeq 500,SRR6667912;SRR6667913;SRR6667914;SRR6667915,SRP132103,PRJNA432750,432750,SRS2909434,SAMN08457936,SRA655245,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,5043388,GSE110100,GSM2977607,29460676,8457936,DC3000,,,immunity_time,immunity_time,mock_1hpi,mock_3hpi,mock_3hpi,DC3000,King's B,Glycerol,,1.0,,22.0,6.9,,0.8,,,Arabidopsis thaliana,Col-0,DMSO,20.0,3.0,,True,True,True,True,immunity_time:mock_3hpi,True,True,1.0,immunity_time__mock_3hpi__1.0,3.0
SRX3644663,2/5/18 16:50,223283,Pseudomonas syringae pv. tomato str. DC3000,251701,1236,223283,Pseudomonas syringae group genomosp. 3,SINGLE,ILLUMINA,NextSeq 500,SRR6667916;SRR6667917;SRR6667918;SRR6667919,SRP132103,PRJNA432750,432750,SRS2909435,SAMN08457935,SRA655245,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,5043389,GSE110100,GSM2977608,29460676,8457935,DC3000,,,immunity_time,immunity_time,mock_1hpi,mock_3hpi,mock_3hpi,DC3000,King's B,Glycerol,,1.0,,22.0,6.9,,0.8,,,Arabidopsis thaliana,Col-0,DMSO,20.0,3.0,,True,True,True,True,immunity_time:mock_3hpi,True,True,2.0,immunity_time__mock_3hpi__2.0,3.0
SRX3644664,2/5/18 16:50,223283,Pseudomonas syringae pv. tomato str. DC3000,251701,1236,223283,Pseudomonas syringae group genomosp. 3,SINGLE,ILLUMINA,NextSeq 500,SRR6667920;SRR6667921;SRR6667922;SRR6667923,SRP132103,PRJNA432750,432750,SRS2909436,SAMN08457934,SRA655245,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,5043390,GSE110100,GSM2977609,29460676,8457934,DC3000,,,immunity_time,immunity_time,mock_1hpi,mock_3hpi,mock_3hpi,DC3000,King's B,Glycerol,,1.0,,22.0,6.9,,0.8,,,Arabidopsis thaliana,Col-0,DMSO,20.0,3.0,,True,True,True,True,immunity_time:mock_3hpi,True,True,3.0,immunity_time__mock_3hpi__3.0,3.0
SRX3644665,2/5/18 16:50,223283,Pseudomonas syringae pv. tomato str. DC3000,251701,1236,223283,Pseudomonas syringae group genomosp. 3,SINGLE,ILLUMINA,NextSeq 500,SRR6667924;SRR6667925;SRR6667926;SRR6667927,SRP132103,PRJNA432750,432750,SRS2909437,SAMN08457933,SRA655245,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,5043391,GSE110100,GSM2977610,29460676,8457933,DC3000,,,immunity_time,immunity_time,mock_1hpi,flg22_3hpi,flg22_3hpi,DC3000,King's B,Glycerol,,1.0,,22.0,6.9,,0.8,,,Arabidopsis thaliana,Col-0,flg22,20.0,3.0,,True,True,True,True,immunity_time:flg22_3hpi,True,True,1.0,immunity_time__flg22_3hpi__1.0,3.0
SRX3644666,2/5/18 16:50,223283,Pseudomonas syringae pv. tomato str. DC3000,251701,1236,223283,Pseudomonas syringae group genomosp. 3,SINGLE,ILLUMINA,NextSeq 500,SRR6667928;SRR6667929;SRR6667930;SRR6667931,SRP132103,PRJNA432750,432750,SRS2909438,SAMN08457932,SRA655245,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,5043392,GSE110100,GSM2977611,29460676,8457932,DC3000,,,immunity_time,immunity_time,mock_1hpi,flg22_3hpi,flg22_3hpi,DC3000,King's B,Glycerol,,1.0,,22.0,6.9,,0.8,,,Arabidopsis thaliana,Col-0,flg22,20.0,3.0,,True,True,True,True,immunity_time:flg22_3hpi,True,True,2.0,immunity_time__flg22_3hpi__2.0,3.0
SRX3644667,2/5/18 16:50,223283,Pseudomonas syringae pv. tomato str. DC3000,251701,1236,223283,Pseudomonas syringae group genomosp. 3,SINGLE,ILLUMINA,NextSeq 500,SRR6667932;SRR6667933;SRR6667934;SRR6667935,SRP132103,PRJNA432750,432750,SRS2909439,SAMN08457931,SRA655245,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,5043393,GSE110100,GSM2977612,29460676,8457931,DC3000,,,immunity_time,immunity_time,mock_1hpi,flg22_3hpi,flg22_3hpi,DC3000,King's B,Glycerol,,1.0,,22.0,6.9,,0.8,,,Arabidopsis thaliana,Col-0,flg22,20.0,3.0,,True,True,True,True,immunity_time:flg22_3hpi,True,True,3.0,immunity_time__flg22_3hpi__3.0,3.0
SRX3644668,2/5/18 16:50,223283,Pseudomonas syringae pv. tomato str. DC3000,251701,1236,223283,Pseudomonas syringae group genomosp. 3,SINGLE,ILLUMINA,NextSeq 500,SRR6667936;SRR6667937;SRR6667938;SRR6667939,SRP132103,PRJNA432750,432750,SRS2909445,SAMN08457940,SRA655245,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,5043394,GSE110100,GSM2977613,29460676,8457940,DC3000,,,immunity_time,immunity_time,mock_1hpi,mock_5hpi,mock_5hpi,DC3000,King's B,Glycerol,,1.0,,22.0,6.9,,0.8,,,Arabidopsis thaliana,Col-0,DMSO,20.0,5.0,,True,True,True,True,immunity_time:mock_5hpi,True,True,1.0,immunity_time__mock_5hpi__1.0,3.0
SRX3644669,2/5/18 16:50,223283,Pseudomonas syringae pv. tomato str. DC3000,251701,1236,223283,Pseudomonas syringae group genomosp. 3,SINGLE,ILLUMINA,NextSeq 500,SRR6667940;SRR6667941;SRR6667942;SRR6667943,SRP132103,PRJNA432750,432750,SRS2909456,SAMN08457947,SRA655245,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,5043395,GSE110100,GSM2977614,29460676,8457947,DC3000,,,immunity_time,immunity_time,mock_1hpi,mock_5hpi,mock_5hpi,DC3000,King's B,Glycerol,,1.0,,22.0,6.9,,0.8,,,Arabidopsis thaliana,Col-0,DMSO,20.0,5.0,,True,True,True,True,immunity_time:mock_5hpi,True,True,2.0,immunity_time__mock_5hpi__2.0,3.0
SRX3644670,2/5/18 16:50,223283,Pseudomonas syringae pv. tomato str. DC3000,251701,1236,223283,Pseudomonas syringae group genomosp. 3,SINGLE,ILLUMINA,NextSeq 500,SRR6667944;SRR6667945;SRR6667946;SRR6667947,SRP132103,PRJNA432750,432750,SRS2909442,SAMN08457946,SRA655245,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,5043396,GSE110100,GSM2977615,29460676,8457946,DC3000,,,immunity_time,immunity_time,mock_1hpi,mock_5hpi,mock_5hpi,DC3000,King's B,Glycerol,,1.0,,22.0,6.9,,0.8,,,Arabidopsis thaliana,Col-0,DMSO,20.0,5.0,,True,True,True,True,immunity_time:mock_5hpi,True,True,3.0,immunity_time__mock_5hpi__3.0,3.0
SRX3644671,2/5/18 16:50,223283,Pseudomonas syringae pv. tomato str. DC3000,251701,1236,223283,Pseudomonas syringae group genomosp. 3,SINGLE,ILLUMINA,NextSeq 500,SRR6667948;SRR6667949;SRR6667950;SRR6667951,SRP132103,PRJNA432750,432750,SRS2909443,SAMN08457939,SRA655245,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,5043397,GSE110100,GSM2977616,29460676,8457939,DC3000,,,immunity_time,immunity_time,mock_1hpi,flg22_5hpi,flg22_5hpi,DC3000,King's B,Glycerol,,1.0,,22.0,6.9,,0.8,,,Arabidopsis thaliana,Col-0,flg22,20.0,5.0,,True,True,True,True,immunity_time:flg22_5hpi,True,True,1.0,immunity_time__flg22_5hpi__1.0,3.0
SRX3644672,2/5/18 16:50,223283,Pseudomonas syringae pv. tomato str. DC3000,251701,1236,223283,Pseudomonas syringae group genomosp. 3,SINGLE,ILLUMINA,NextSeq 500,SRR6667952;SRR6667953;SRR6667954;SRR6667955,SRP132103,PRJNA432750,432750,SRS2909444,SAMN08457944,SRA655245,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,5043398,GSE110100,GSM2977617,29460676,8457944,DC3000,,,immunity_time,immunity_time,mock_1hpi,flg22_5hpi,flg22_5hpi,DC3000,King's B,Glycerol,,1.0,,22.0,6.9,,0.8,,,Arabidopsis thaliana,Col-0,flg22,20.0,5.0,,True,True,True,True,immunity_time:flg22_5hpi,True,True,2.0,immunity_time__flg22_5hpi__2.0,3.0
SRX3644673,2/5/18 16:50,223283,Pseudomonas syringae pv. tomato str. DC3000,251701,1236,223283,Pseudomonas syringae group genomosp. 3,SINGLE,ILLUMINA,NextSeq 500,SRR6667956;SRR6667957;SRR6667958;SRR6667959,SRP132103,PRJNA432750,432750,SRS2909454,SAMN08457943,SRA655245,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,5043399,GSE110100,GSM2977618,29460676,8457943,DC3000,,,immunity_time,immunity_time,mock_1hpi,flg22_5hpi,flg22_5hpi,DC3000,King's B,Glycerol,,1.0,,22.0,6.9,,0.8,,,Arabidopsis thaliana,Col-0,flg22,20.0,5.0,,True,True,True,True,immunity_time:flg22_5hpi,True,True,3.0,immunity_time__flg22_5hpi__3.0,3.0
