,regulator,regulator_id,gene_id,gene_name,Strain,gene_id (evidence),evidence,Ims,Link,Unnamed: 9
673,PhrR,PN96_RS15450,PN96_RS15455,COG3272,Vibrio parahaemolyticus RIMD 2210633,VPA1473,RegPrecise,,https://regprecise.lbl.gov/regulon.jsp?regulon_id=66411,
674,PhrR,PN96_RS15450,PN96_RS15450,phrR,Vibrio parahaemolyticus RIMD 2210633,VPA1472,RegPrecise,,https://regprecise.lbl.gov/regulon.jsp?regulon_id=66411,
675,PhrR,PN96_RS15450,PN96_RS15445,phr,Vibrio parahaemolyticus RIMD 2210633,VPA1471,RegPrecise,,https://regprecise.lbl.gov/regulon.jsp?regulon_id=66411,
676,PhrR,PN96_RS15450,PN96_RS15440,ykuD,Vibrio parahaemolyticus RIMD 2210633,VPA1470,RegPrecise,,https://regprecise.lbl.gov/regulon.jsp?regulon_id=66411,
677,PhrR,PN96_RS15450,PN96_RS07990,PF07366,Vibrio parahaemolyticus RIMD 2210633,VP1119,RegPrecise,25.0,https://regprecise.lbl.gov/regulon.jsp?regulon_id=66411,
678,PhrR,PN96_RS15450,PN96_RS07985,PF00106,Vibrio parahaemolyticus RIMD 2210633,VP1120,RegPrecise,25.0,https://regprecise.lbl.gov/regulon.jsp?regulon_id=66411,
679,PhrR,PN96_RS15450,PN96_RS07980,PF01593,Vibrio parahaemolyticus RIMD 2210633,VP1121,RegPrecise,25.0,https://regprecise.lbl.gov/regulon.jsp?regulon_id=66411,
680,PhrR,PN96_RS15450,PN96_RS07975,PF07103,Vibrio parahaemolyticus RIMD 2210633,VP1122,RegPrecise,25.0,https://regprecise.lbl.gov/regulon.jsp?regulon_id=66411,
681,PhrR,PN96_RS15450,PN96_RS07970,PF02353,Vibrio parahaemolyticus RIMD 2210633,VP1123,RegPrecise,25.0,https://regprecise.lbl.gov/regulon.jsp?regulon_id=66411,
682,PhrR,PN96_RS15450,PN96_RS07965,PF11086,Vibrio parahaemolyticus RIMD 2210633,VP1124,RegPrecise,25.0,https://regprecise.lbl.gov/regulon.jsp?regulon_id=66411,
683,PhrR,PN96_RS15450,PN96_RS07960,FIG026291,Vibrio parahaemolyticus RIMD 2210633,VP1125,RegPrecise,25.0,https://regprecise.lbl.gov/regulon.jsp?regulon_id=66411,
684,PhrR,PN96_RS15450,PN96_RS07955,FIG002577,Vibrio parahaemolyticus RIMD 2210633,VP1126,RegPrecise,25.0,https://regprecise.lbl.gov/regulon.jsp?regulon_id=66411,
685,PrpR,PN96_RS05420,PN96_RS05420,prpR,Vibrio parahaemolyticus RIMD 2210633,VP1649,RegPrecise,,http://regprecise.sbpdiscovery.org:8080/WebRegPrecise/regulog.jsp?regulog_id=1844,
686,PrpR,PN96_RS05420,PN96_RS05425,prpB,Vibrio parahaemolyticus RIMD 2210633,VP1648,RegPrecise,,http://regprecise.sbpdiscovery.org:8080/WebRegPrecise/regulog.jsp?regulog_id=1844,
687,PrpR,PN96_RS05420,PN96_RS05430,prpC,Vibrio parahaemolyticus RIMD 2210633,VP1647,RegPrecise,,http://regprecise.sbpdiscovery.org:8080/WebRegPrecise/regulog.jsp?regulog_id=1844,
688,PrpR,PN96_RS05420,PN96_RS05435,acnD,Vibrio parahaemolyticus RIMD 2210633,VP1646,RegPrecise,,http://regprecise.sbpdiscovery.org:8080/WebRegPrecise/regulog.jsp?regulog_id=1844,
689,PrpR,PN96_RS05420,PN96_RS05440,prpF,Vibrio parahaemolyticus RIMD 2210633,VP1645,RegPrecise,,http://regprecise.sbpdiscovery.org:8080/WebRegPrecise/regulog.jsp?regulog_id=1844,
690,PrpR,PN96_RS05420,PN96_RS05445,prpE,Vibrio parahaemolyticus RIMD 2210633,VP1644,RegPrecise,,http://regprecise.sbpdiscovery.org:8080/WebRegPrecise/regulog.jsp?regulog_id=1844,
691,PsrA,PN96_RS07525,PN96_RS02845,fadI,Vibrio parahaemolyticus RIMD 2210633,VP2209,RegPrecise,,http://regprecise.sbpdiscovery.org:8080/WebRegPrecise/regulog.jsp?regulog_id=3093,
692,PsrA,PN96_RS07525,PN96_RS02850,fadJ,Vibrio parahaemolyticus RIMD 2210633,VP2208,RegPrecise,,http://regprecise.sbpdiscovery.org:8080/WebRegPrecise/regulog.jsp?regulog_id=3093,
693,PsrA,PN96_RS07525,PN96_RS03110,fadH,Vibrio parahaemolyticus RIMD 2210633,VP2151,RegPrecise,,http://regprecise.sbpdiscovery.org:8080/WebRegPrecise/regulog.jsp?regulog_id=3093,
694,PsrA,PN96_RS07525,PN96_RS07520,fadE,Vibrio parahaemolyticus RIMD 2210633,VP1230,RegPrecise,,http://regprecise.sbpdiscovery.org:8080/WebRegPrecise/regulog.jsp?regulog_id=3093,
695,PsrA,PN96_RS07525,PN96_RS07525,psrA,Vibrio parahaemolyticus RIMD 2210633,VP1229,RegPrecise,1.0,http://regprecise.sbpdiscovery.org:8080/WebRegPrecise/regulog.jsp?regulog_id=3093,
696,PsrA,PN96_RS07525,PN96_RS09285,fadD,Vibrio parahaemolyticus RIMD 2210633,VP0870,RegPrecise,,http://regprecise.sbpdiscovery.org:8080/WebRegPrecise/regulog.jsp?regulog_id=3093,
697,PsrA,PN96_RS07525,PN96_RS10730,mdh,Vibrio parahaemolyticus RIMD 2210633,VP0583,RegPrecise,,http://regprecise.sbpdiscovery.org:8080/WebRegPrecise/regulog.jsp?regulog_id=3093,
698,PsrA,PN96_RS07525,PN96_RS13415,fadB,Vibrio parahaemolyticus RIMD 2210633,VP0030,RegPrecise,,http://regprecise.sbpdiscovery.org:8080/WebRegPrecise/regulog.jsp?regulog_id=3093,
699,PsrA,PN96_RS07525,PN96_RS13420,fadA,Vibrio parahaemolyticus RIMD 2210633,VP0029,RegPrecise,,http://regprecise.sbpdiscovery.org:8080/WebRegPrecise/regulog.jsp?regulog_id=3093,
700,Purine,RF00167,PN96_RS18020,add,Vibrio parahaemolyticus RIMD 2210633,VPA1292,RegPrecise,1.0,https://regprecise.lbl.gov/regulon.jsp?regulon_id=40005,
701,PurR,PN96_RS08380,PN96_RS00175,purD,Vibrio parahaemolyticus RIMD 2210633,VP2898,RegPrecise,,http://regprecise.sbpdiscovery.org:8080/WebRegPrecise/regulog.jsp?regulog_id=2255,
702,PurR,PN96_RS08380,PN96_RS00180,purH,Vibrio parahaemolyticus RIMD 2210633,VP2896,RegPrecise,,http://regprecise.sbpdiscovery.org:8080/WebRegPrecise/regulog.jsp?regulog_id=2255,
703,PurR,PN96_RS08380,PN96_RS00910,tkt,V. cholerae strain N16961,VC0473,BioCyc,,https://biocyc.org/gene?orgid=VCHO&id=VC1721-MONOMER#tab=REGULON,
704,PurR,PN96_RS08380,PN96_RS00950,serA,V. cholerae strain N16961,VC2481,BioCyc,,https://biocyc.org/gene?orgid=VCHO&id=VC1721-MONOMER#tab=REGULON,
705,PurR,PN96_RS08380,PN96_RS02460,purN,Vibrio parahaemolyticus RIMD 2210633,VP2286,RegPrecise,,http://regprecise.sbpdiscovery.org:8080/WebRegPrecise/regulog.jsp?regulog_id=2255,
706,PurR,PN96_RS08380,PN96_RS02465,purM,Vibrio parahaemolyticus RIMD 2210633,VP2285,RegPrecise,,http://regprecise.sbpdiscovery.org:8080/WebRegPrecise/regulog.jsp?regulog_id=2255,
707,PurR,PN96_RS08380,PN96_RS02470,upp,Vibrio parahaemolyticus RIMD 2210633,VP2284,RegPrecise,,http://regprecise.sbpdiscovery.org:8080/WebRegPrecise/regulog.jsp?regulog_id=2255,
708,PurR,PN96_RS08380,PN96_RS02985,cvpA,Vibrio parahaemolyticus RIMD 2210633,VP2186,RegPrecise,,http://regprecise.sbpdiscovery.org:8080/WebRegPrecise/regulog.jsp?regulog_id=2255,
709,PurR,PN96_RS08380,PN96_RS02990,purF,Vibrio parahaemolyticus RIMD 2210633,VP2185,RegPrecise,,http://regprecise.sbpdiscovery.org:8080/WebRegPrecise/regulog.jsp?regulog_id=2255,
710,PurR,PN96_RS08380,PN96_RS03935,,V. cholerae strain N16961,VC1168,BioCyc,,https://biocyc.org/gene?orgid=VCHO&id=VC1721-MONOMER#tab=REGULON,
711,PurR,PN96_RS08380,PN96_RS04285,,V. cholerae strain N16961,VC1301,BioCyc,6.0,https://biocyc.org/gene?orgid=VCHO&id=VC1721-MONOMER#tab=REGULON,
712,PurR,PN96_RS08380,PN96_RS06060,,V. cholerae strain N16961,VC1537,BioCyc,,https://biocyc.org/gene?orgid=VCHO&id=VC1721-MONOMER#tab=REGULON,
713,PurR,PN96_RS08380,PN96_RS07210,purT,Vibrio parahaemolyticus RIMD 2210633,VP1297,RegPrecise,,http://regprecise.sbpdiscovery.org:8080/WebRegPrecise/regulog.jsp?regulog_id=2255,
714,PurR,PN96_RS08380,PN96_RS07375,purC,Vibrio parahaemolyticus RIMD 2210633,VP1263,RegPrecise,,http://regprecise.sbpdiscovery.org:8080/WebRegPrecise/regulog.jsp?regulog_id=2255,
715,PurR,PN96_RS08380,PN96_RS07930,gsk,Vibrio parahaemolyticus RIMD 2210633,VP1132,RegPrecise,,http://regprecise.sbpdiscovery.org:8080/WebRegPrecise/regulog.jsp?regulog_id=2255,
716,PurR,PN96_RS08380,PN96_RS07950,purB,Vibrio parahaemolyticus RIMD 2210633,VP1128,RegPrecise,,http://regprecise.sbpdiscovery.org:8080/WebRegPrecise/regulog.jsp?regulog_id=2255,
717,PurR,PN96_RS08380,PN96_RS09240,folD,Vibrio parahaemolyticus RIMD 2210633,VP0879,RegPrecise,,http://regprecise.sbpdiscovery.org:8080/WebRegPrecise/regulog.jsp?regulog_id=2255,
718,PurR,PN96_RS08380,PN96_RS10090,glyA,Vibrio parahaemolyticus RIMD 2210633,VP0715,RegPrecise,,http://regprecise.sbpdiscovery.org:8080/WebRegPrecise/regulog.jsp?regulog_id=2255,
719,PurR,PN96_RS08380,PN96_RS10285,tet(34),V. cholerae strain N16961,VC2277,BioCyc,,https://biocyc.org/gene?orgid=VCHO&id=VC1721-MONOMER#tab=REGULON,
720,PurR,PN96_RS08380,PN96_RS10290,,V. cholerae strain N16961,VC2278,BioCyc,,https://biocyc.org/gene?orgid=VCHO&id=VC1721-MONOMER#tab=REGULON,
721,PurR,PN96_RS08380,PN96_RS10330,purL,Vibrio parahaemolyticus RIMD 2210633,VP0666,RegPrecise,,http://regprecise.sbpdiscovery.org:8080/WebRegPrecise/regulog.jsp?regulog_id=2255,
722,PurR,PN96_RS08380,PN96_RS10335,mltF,V. cholerae strain N16961,VC0866,BioCyc,,https://biocyc.org/gene?orgid=VCHO&id=VC1721-MONOMER#tab=REGULON,
723,PurR,PN96_RS08380,PN96_RS10570,guaA,Vibrio parahaemolyticus RIMD 2210633,VP0617,RegPrecise,,http://regprecise.sbpdiscovery.org:8080/WebRegPrecise/regulog.jsp?regulog_id=2255,
724,PurR,PN96_RS08380,PN96_RS11410,,V. cholerae strain N16961,VC0581,BioCyc,,https://biocyc.org/gene?orgid=VCHO&id=VC1721-MONOMER#tab=REGULON,
725,PurR,PN96_RS08380,PN96_RS11415,,V. cholerae strain N16961,VC0580,BioCyc,,https://biocyc.org/gene?orgid=VCHO&id=VC1721-MONOMER#tab=REGULON,
726,PurR,PN96_RS08380,PN96_RS11420,,V. cholerae strain N16961,VC0579,BioCyc,,https://biocyc.org/gene?orgid=VCHO&id=VC1721-MONOMER#tab=REGULON,
727,PurR,PN96_RS08380,PN96_RS11425,,V. cholerae strain N16961,VC0578,BioCyc,,https://biocyc.org/gene?orgid=VCHO&id=VC1721-MONOMER#tab=REGULON,
728,PurR,PN96_RS08380,PN96_RS12220,glpX,V. cholerae strain N16961,VC2688,BioCyc,,https://biocyc.org/gene?orgid=VCHO&id=VC1721-MONOMER#tab=REGULON,
729,PurR,PN96_RS08380,PN96_RS12755,xanP,Vibrio parahaemolyticus RIMD 2210633,VP0156,RegPrecise,,http://regprecise.sbpdiscovery.org:8080/WebRegPrecise/regulog.jsp?regulog_id=2255,
730,PurR,PN96_RS08380,PN96_RS13750,purK,Vibrio parahaemolyticus RIMD 2210633,VP3037,RegPrecise,,http://regprecise.sbpdiscovery.org:8080/WebRegPrecise/regulog.jsp?regulog_id=2255,
731,PurR,PN96_RS08380,PN96_RS13755,purE,Vibrio parahaemolyticus RIMD 2210633,VP3036,RegPrecise,,http://regprecise.sbpdiscovery.org:8080/WebRegPrecise/regulog.jsp?regulog_id=2255,
732,PurR,PN96_RS08380,PN96_RS13760,,V. cholerae strain N16961,VC0054,BioCyc,,https://biocyc.org/gene?orgid=VCHO&id=VC1721-MONOMER#tab=REGULON,
733,PurR,PN96_RS08380,PN96_RS13765,hemF,V. cholerae strain N16961,VC0055,BioCyc,,https://biocyc.org/gene?orgid=VCHO&id=VC1721-MONOMER#tab=REGULON,
734,PurR,PN96_RS08380,PN96_RS21130,fhs,Vibrio parahaemolyticus RIMD 2210633,VPA0834,RegPrecise,,http://regprecise.sbpdiscovery.org:8080/WebRegPrecise/regulog.jsp?regulog_id=2255,
735,QstR,PN96_RS00300,PN96_RS00300,,V. cholerae strain A1552,VC0396,ChIP-Seq,40.0,https://doi.org/10.1093/nar/gky717,
736,QstR,PN96_RS00300,PN96_RS00670,,V. cholerae strain A1552,VC2497,ChIP-Seq,,https://doi.org/10.1093/nar/gky717,
737,QstR,PN96_RS00300,PN96_RS00885,endA,V. cholerae strain A1552,VC0470,ChIP-Seq,,https://doi.org/10.1093/nar/gky717,
738,QstR,PN96_RS00300,PN96_RS01155,pncC,V. cholerae strain A1552,VC0542,DEG,,https://doi.org/10.1093/nar/gky717,
739,QstR,PN96_RS00300,PN96_RS01170,alaS,V. cholerae strain A1552,VC0545,ChIP-Seq,,https://doi.org/10.1093/nar/gky717,
740,QstR,PN96_RS00300,PN96_RS01345,,V. cholerae strain A1552,VC2423,ChIP-Seq,20.0,https://doi.org/10.1093/nar/gky717,
741,QstR,PN96_RS00300,PN96_RS01435,dksA,V. cholerae strain A1552,VC0596,ChIP-Seq,,https://doi.org/10.1093/nar/gky717,
742,QstR,PN96_RS00300,PN96_RS02040,recB,V. cholerae strain A1552,VC2320,ChIP-Seq,,https://doi.org/10.1093/nar/gky717,
743,QstR,PN96_RS00300,PN96_RS02460,purN,V. cholerae strain A1552,VC2227,ChIP-Seq,,https://doi.org/10.1093/nar/gky717,
744,QstR,PN96_RS00300,PN96_RS03580,tmk,V. cholerae strain A1552,VC2016,ChIP-Seq,,https://doi.org/10.1093/nar/gky717,
745,QstR,PN96_RS00300,PN96_RS05230,,V. cholerae strain A1552,VC1423,ChIP-Seq,,https://doi.org/10.1093/nar/gky717,
746,QstR,PN96_RS00300,PN96_RS05665,,V. cholerae strain A1552,VC1495,DEG,,https://doi.org/10.1093/nar/gky717,
747,QstR,PN96_RS00300,PN96_RS05900,,V. cholerae strain A1552,VC1424,DEG,,https://doi.org/10.1093/nar/gky717,
748,QstR,PN96_RS00300,PN96_RS06015,,V. cholerae strain A1552,VC1527,ChIP-Seq,,https://doi.org/10.1093/nar/gky717,
749,QstR,PN96_RS00300,PN96_RS06105,,V. cholerae strain A1552,VC1542,ChIP-Seq,20.0,https://doi.org/10.1093/nar/gky717,
750,QstR,PN96_RS00300,PN96_RS07395,maeA,V. cholerae strain A1552,VC1188,DEG,,https://doi.org/10.1093/nar/gky717,
751,QstR,PN96_RS00300,PN96_RS07400,,V. cholerae strain A1552,VC1186,DEG,,https://doi.org/10.1093/nar/gky717,
752,QstR,PN96_RS00300,PN96_RS07980,,V. cholerae strain A1552,VC1120,ChIP-Seq,25.0,https://doi.org/10.1093/nar/gky717,
753,QstR,PN96_RS00300,PN96_RS08280,ruvB,V. cholerae strain A1552,VC1845,ChIP-Seq,,https://doi.org/10.1093/nar/gky717,
754,QstR,PN96_RS00300,PN96_RS08375,torD,V. cholerae strain A1552,VC1720,ChIP-Seq,,https://doi.org/10.1093/nar/gky717,
755,QstR,PN96_RS00300,PN96_RS08385,,V. cholerae strain A1552,VC1722,ChIP-Seq,,https://doi.org/10.1093/nar/gky717,
756,QstR,PN96_RS00300,PN96_RS08415,topA,V. cholerae strain A1552,VC1730,ChIP-Seq,,https://doi.org/10.1093/nar/gky717,
757,QstR,PN96_RS00300,PN96_RS08445,infA,V. cholerae strain A1552,VC1737,ChIP-Seq,,https://doi.org/10.1093/nar/gky717,
758,QstR,PN96_RS00300,PN96_RS08620,comEC,V. cholerae strain A1552,VC1879,DEG,,https://doi.org/10.1093/nar/gky717,
759,QstR,PN96_RS00300,PN96_RS08720,,V. cholerae strain A1552,VC1031,DEG,,https://doi.org/10.1093/nar/gky717,
760,QstR,PN96_RS00300,PN96_RS09060,comEA,V. cholerae strain A1552,VC1917,DEG,40.0,https://doi.org/10.1093/nar/gky717,
761,QstR,PN96_RS00300,PN96_RS09495,asnB,V. cholerae strain A1552,VC0991,ChIP-Seq,,https://doi.org/10.1093/nar/gky717,
762,QstR,PN96_RS00300,PN96_RS10060,rodA,V. cholerae strain A1552,VC0949,DEG,,https://doi.org/10.1093/nar/gky717,
763,QstR,PN96_RS00300,PN96_RS10140,syd,V. cholerae strain A1552,VC0903,DEG,,https://doi.org/10.1093/nar/gky717,
764,QstR,PN96_RS00300,PN96_RS10670,,V. cholerae strain A1552,VC0748,ChIP-Seq,,https://doi.org/10.1093/nar/gky717,
765,QstR,PN96_RS00300,PN96_RS12260,,V. cholerae strain A1552,VC0264,ChIP-Seq,40.0,https://doi.org/10.1093/nar/gky717,
766,QstR,PN96_RS00300,PN96_RS12610,radC,V. cholerae strain A1552,VC0217,ChIP-Seq,40.0,https://doi.org/10.1093/nar/gky717,
767,QstR,PN96_RS00300,PN96_RS12800,comF,V. cholerae strain A1552,VC2719,DEG,40.0,https://doi.org/10.1093/nar/gky717,
768,QstR,PN96_RS00300,PN96_RS13410,,V. cholerae strain A1552,VC2757,DEG,,https://doi.org/10.1093/nar/gky717,
769,QstR,PN96_RS00300,PN96_RS13510,,V. cholerae strain A1552,VC0008,DEG,,https://doi.org/10.1093/nar/gky717,
770,QstR,PN96_RS00300,PN96_RS13655,comM,V. cholerae strain A1552,VC0032,DEG,40.0,https://doi.org/10.1093/nar/gky717,
771,QstR,PN96_RS00300,PN96_RS13665,next to comM (VC0032),V. cholerae strain A1552,VC0033,DEG,,https://doi.org/10.1093/nar/gky717,
772,QstR,PN96_RS00300,PN96_RS13730,tsaP,V. cholerae strain A1552,VC0047,DEG,20.0,https://doi.org/10.1093/nar/gky717,
773,QstR,PN96_RS00300,PN96_RS15790,,V. cholerae strain A1552,VCA1012,DEG,,https://doi.org/10.1093/nar/gky717,
774,QstR,PN96_RS00300,PN96_RS16935,trmY,V. cholerae strain A1552,VCA1059,DEG,,https://doi.org/10.1093/nar/gky717,
775,QstR,PN96_RS00300,PN96_RS18065,,V. cholerae strain A1552,VCA1048,DEG,,https://doi.org/10.1093/nar/gky717,
776,QstR,PN96_RS00300,PN96_RS18285,,V. cholerae strain A1552,VCA0691,DEG,3.0,https://doi.org/10.1093/nar/gky717,
777,QstR,PN96_RS00300,PN96_RS18320,napA,V. cholerae strain A1552,VCA0678,DEG,7.0,https://doi.org/10.1093/nar/gky717,
778,QstR,PN96_RS00300,PN96_RS20880,,V. cholerae strain A1552,VCA0571,DEG,,https://doi.org/10.1093/nar/gky717,
779,QstR,PN96_RS00300,PN96_RS20935,,V. cholerae strain A1552,VCA0781,DEG,,https://doi.org/10.1093/nar/gky717,
780,QstR,PN96_RS00300,PN96_RS20960,,V. cholerae strain A1552,VCA0786,DEG,,https://doi.org/10.1093/nar/gky717,
781,QstR,PN96_RS00300,PN96_RS21085,,V. cholerae strain A1552,VCA0536,DEG,20.0,https://doi.org/10.1093/nar/gky717,
782,RbsR,PN96_RS19975,PN96_RS19950,rbsD,Vibrio parahaemolyticus RIMD 2210633,VPA1087,RegPrecise,,http://regprecise.sbpdiscovery.org:8080/WebRegPrecise/regulog.jsp?regulog_id=2275,
783,RbsR,PN96_RS19975,PN96_RS19955,rbsA,Vibrio parahaemolyticus RIMD 2210633,VPA1086,RegPrecise,,http://regprecise.sbpdiscovery.org:8080/WebRegPrecise/regulog.jsp?regulog_id=2275,
784,RbsR,PN96_RS19975,PN96_RS19960,rbsC,Vibrio parahaemolyticus RIMD 2210633,VPA1085,RegPrecise,,http://regprecise.sbpdiscovery.org:8080/WebRegPrecise/regulog.jsp?regulog_id=2275,
785,RbsR,PN96_RS19975,PN96_RS19965,rbsB,Vibrio parahaemolyticus RIMD 2210633,VPA1084,RegPrecise,,http://regprecise.sbpdiscovery.org:8080/WebRegPrecise/regulog.jsp?regulog_id=2275,
786,RbsR,PN96_RS19975,PN96_RS19970,rbsK,Vibrio parahaemolyticus RIMD 2210633,VPA1083,RegPrecise,,http://regprecise.sbpdiscovery.org:8080/WebRegPrecise/regulog.jsp?regulog_id=2275,
787,RbsR,PN96_RS19975,PN96_RS19975,rbsR,Vibrio parahaemolyticus RIMD 2210633,VPA1082,RegPrecise,,http://regprecise.sbpdiscovery.org:8080/WebRegPrecise/regulog.jsp?regulog_id=2275,
788,S15,RF00114,PN96_RS01695,rpsO,Vibrio parahaemolyticus RIMD 2210633,VP2453,RegPrecise,,https://regprecise.lbl.gov/regulon.jsp?regulon_id=40165,
789,SdaR,PN96_RS16850,PN96_RS16855,grtP,Vibrio parahaemolyticus RIMD 2210633,VPA0116,RegPrecise,,https://regprecise.lbl.gov/regulon.jsp?regulon_id=62624,
790,SdaR,PN96_RS16850,PN96_RS16860,,Vibrio parahaemolyticus RIMD 2210633,VPA0117,RegPrecise,,https://regprecise.lbl.gov/regulon.jsp?regulon_id=62624,
791,SoxR,PN96_RS17565,PN96_RS17560,PF07690,Vibrio parahaemolyticus RIMD 2210633,VPA0333,RegPrecise,,http://regprecise.sbpdiscovery.org:8080/WebRegPrecise/regulog.jsp?regulog_id=5116,
792,SoxR,PN96_RS17565,PN96_RS17565,soxR,Vibrio parahaemolyticus RIMD 2210633,VPA0335,RegPrecise,,http://regprecise.sbpdiscovery.org:8080/WebRegPrecise/regulog.jsp?regulog_id=5116,
793,SoxR,PN96_RS17565,PN96_RS17965,PF00903,Vibrio parahaemolyticus RIMD 2210633,VPA0391,RegPrecise,,http://regprecise.sbpdiscovery.org:8080/WebRegPrecise/regulog.jsp?regulog_id=5116,
794,TfoX,PN96_RS07470,PN96_RS00045,,V. cholerae,VC0317,"DEG, qPCR",,https://doi.org/10.1093/nar/gky717,
795,TfoX,PN96_RS07470,PN96_RS00295,galU,V. cholerae,VC0395,"DEG, qPCR",41.0,https://doi.org/10.1093/nar/gky717,
796,TfoX,PN96_RS07470,PN96_RS00300,qstR,V. cholerae,VC0396,"DEG, qPCR",40.0,https://doi.org/10.1093/nar/gky717,
797,TfoX,PN96_RS07470,PN96_RS00885,dns,V. cholerae,VC0470,"DEG, qPCR",,https://doi.org/10.1093/nar/gky717,
798,TfoX,PN96_RS07470,PN96_RS01155,pncC,V. cholerae,VC0542,"DEG, qPCR",,https://doi.org/10.1093/nar/gky717,
799,TfoX,PN96_RS07470,PN96_RS01325,coaE,V. cholerae,VC2427,"DEG, qPCR",,https://doi.org/10.1093/nar/gky717,
800,TfoX,PN96_RS07470,PN96_RS01330,,V. cholerae,VC2426,"DEG, qPCR",,https://doi.org/10.1093/nar/gky717,
801,TfoX,PN96_RS07470,PN96_RS01335,pilC,V. cholerae,VC2425,"DEG, qPCR",20.0,https://doi.org/10.1093/nar/gky717,
802,TfoX,PN96_RS07470,PN96_RS01340,pilB,V. cholerae,VC2424,"DEG, qPCR",20.0,https://doi.org/10.1093/nar/gky717,
803,TfoX,PN96_RS07470,PN96_RS01345,pilA,V. cholerae,VC2423,"DEG, qPCR",20.0,https://doi.org/10.1093/nar/gky717,
804,TfoX,PN96_RS07470,PN96_RS01620,,V. cholerae,VC0633,"DEG, qPCR",18.0,https://doi.org/10.1093/nar/gky717,
805,TfoX,PN96_RS07470,PN96_RS01990,glpT,V. cholerae,VCA0137,"DEG, qPCR",23.0,https://doi.org/10.1093/nar/gky717,
806,TfoX,PN96_RS07470,PN96_RS02475,,V. cholerae,VC2171,"DEG, qPCR",,https://doi.org/10.1093/nar/gky717,
807,TfoX,PN96_RS07470,PN96_RS03620,,V. cholerae,VC2011,"DEG, qPCR",20.0,https://doi.org/10.1093/nar/gky717,
808,TfoX,PN96_RS07470,PN96_RS03885,,V. cholerae,VC1707,"DEG, qPCR",,https://doi.org/10.1093/nar/gky717,
809,TfoX,PN96_RS07470,PN96_RS03935,,V. cholerae,VC1168,"DEG, qPCR",,https://doi.org/10.1093/nar/gky717,
810,TfoX,PN96_RS07470,PN96_RS04290,,V. cholerae,VC1302,"DEG, qPCR",,https://doi.org/10.1093/nar/gky717,
811,TfoX,PN96_RS07470,PN96_RS05145,pilF,V. cholerae,VC1612,"DEG, qPCR",20.0,https://doi.org/10.1093/nar/gky717,
812,TfoX,PN96_RS07470,PN96_RS05240,,V. cholerae,VCA0802,"DEG, qPCR",,https://doi.org/10.1093/nar/gky717,
813,TfoX,PN96_RS07470,PN96_RS05665,,V. cholerae,VC1495,"DEG, qPCR",,https://doi.org/10.1093/nar/gky717,
814,TfoX,PN96_RS07470,PN96_RS06105,ligA2,V. cholerae,VC1542,"DEG, qPCR",20.0,https://doi.org/10.1093/nar/gky717,
815,TfoX,PN96_RS07470,PN96_RS07205,cdd,V. cholerae,VC1231,"DEG, qPCR",,https://doi.org/10.1093/nar/gky717,
816,TfoX,PN96_RS07470,PN96_RS07300,hutC,V. cholerae,VC1206,"DEG, qPCR",,https://doi.org/10.1093/nar/gky717,
817,TfoX,PN96_RS07470,PN96_RS07395,,V. cholerae,VC1188,"DEG, qPCR",,https://doi.org/10.1093/nar/gky717,
818,TfoX,PN96_RS07470,PN96_RS07400,,V. cholerae,VC1186,"DEG, qPCR",,https://doi.org/10.1093/nar/gky717,
819,TfoX,PN96_RS07470,PN96_RS07470,tfoX,V. cholerae,VC1153,"DEG, qPCR",20.0,https://doi.org/10.1093/nar/gky717,
820,TfoX,PN96_RS07470,PN96_RS08265,cydX,V. cholerae,VC1842,"DEG, qPCR",,https://doi.org/10.1093/nar/gky717,
821,TfoX,PN96_RS07470,PN96_RS08385,tfoY,V. cholerae,VC1722,"DEG, qPCR",,https://doi.org/10.1093/nar/gky717,
822,TfoX,PN96_RS07470,PN96_RS08405,glgA,V. cholerae,VC1726,"DEG, qPCR",,https://doi.org/10.1093/nar/gky717,
823,TfoX,PN96_RS07470,PN96_RS08410,glgC,V. cholerae,VC1727,"DEG, qPCR",,https://doi.org/10.1093/nar/gky717,
824,TfoX,PN96_RS07470,PN96_RS08440,,V. cholerae,VC1736,"DEG, qPCR",,https://doi.org/10.1093/nar/gky717,
825,TfoX,PN96_RS07470,PN96_RS08515,,V. cholerae,VC2103,"DEG, qPCR",,https://doi.org/10.1093/nar/gky717,
826,TfoX,PN96_RS07470,PN96_RS08620,comEC,V. cholerae,VC1879,"DEG, qPCR",,https://doi.org/10.1093/nar/gky717,
827,TfoX,PN96_RS07470,PN96_RS09060,comEA,V. cholerae,VC1917,"DEG, qPCR",40.0,https://doi.org/10.1093/nar/gky717,
828,TfoX,PN96_RS07470,PN96_RS10350,minor pilin cluster,V. cholerae,VC0861,"DEG, qPCR",20.0,https://doi.org/10.1093/nar/gky717,
829,TfoX,PN96_RS07470,PN96_RS10555,,V. cholerae,VC0770,"DEG, qPCR",,https://doi.org/10.1093/nar/gky717,
830,TfoX,PN96_RS07470,PN96_RS10925,raiA,V. cholerae,VC0706,"DEG, qPCR",28.0,https://doi.org/10.1093/nar/gky717,
831,TfoX,PN96_RS07470,PN96_RS11195,thrC,V. cholerae,VC2362,"DEG, qPCR",,https://doi.org/10.1093/nar/gky717,
