,ReleaseDate,TaxID,ScientificName,species_tax_id,class_tax_id,strain_tax_id,species,LibraryLayout,Platform,Model,Run,SRAStudy,BioProject,ProjectID,SRS_Sample,BioSample,Submission,LibraryStrategy,LibrarySelection,LibrarySource,Body_Site,CenterName,InsertSize,InsertDev,SRA ID,GEO Series,GEO Sample,PMID,Biosample ID,biosample_strain,biosample_genotype,reference_sequence,project,condition,reference_condition,strain_description,base_media,carbon_source,nitrogen_source,aerobicity,supplement,temperature,pH,growth_phase,OD,additional_notes,ScientificName_curated,Host,Knockout,Other_available_omics,Biological_replicate,Technical_replicate,SampleID,R1,R2,passed_fastqc,passed_reads_mapped_to_CDS,passed_global_correlation,full_condition_name,passed_similar_replicates,passed_number_replicates,replicate,sample,n_replicates
SRX2070424,9/1/19 10:02,90371,Salmonella enterica subsp. enterica serovar Typhimurium str. SL1344,28901,1236,90371,Salmonella enterica,PAIRED,ILLUMINA,Illumina HiSeq 2000,SRR4105775,SRP083904,PRJNA341384,341384,SRS1661025,SAMN05720785,SRA458985,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,3064677,GSE86311,GSM2299965,,5720785,opgGH mutant with pBK16 plasmid,opgGH mutant with pBK16 plasmid,NC_016810.1;NC_017718.1;NC_017719.1;NC_017720.1,OPG,del_opgGH_pBK16,WT,del_opgGH_pBK16,LB,,,Aerobic,"ampicillin(100lgml-1), kanamycin(50lgml-1) and nalidixic acid (10lgml-1)",37C,,,,https://link.springer.com/article/10.1007%2Fs00284-017-1267-1,Salmonella enterica subsp. enterica serovar Typhimurium str. SL1344,,opgGH,,3,1,del_opgGH_pBK16_3,,,True,True,True,OPG:del_opgGH_pBK16,True,True,3.0,OPG:del_opgGH_pBK16:3.0,3.0
SRX2070425,9/1/19 10:02,216597,Salmonella enterica subsp. enterica serovar Typhimurium str. SL1344,28901,1236,216597,Salmonella enterica,PAIRED,ILLUMINA,Illumina HiSeq 2000,SRR4105776,SRP083904,PRJNA341384,341384,SRS1661026,SAMN05720784,SRA458985,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,3064678,GSE86311,GSM2299966,,5720784,wild type,wild type,NC_016810.1;NC_017718.1;NC_017719.1;NC_017720.1,OPG,WT,WT,WT,LB,,,Aerobic,"ampicillin(100lgml-1), kanamycin(50lgml-1) and nalidixic acid (10lgml-1)",37C,,,,https://link.springer.com/article/10.1007%2Fs00284-017-1267-1,Salmonella enterica subsp. enterica serovar Typhimurium str. SL1344,,opgGH,,1,1,WT_1,,,True,True,True,OPG:WT,True,True,1.0,OPG:WT:1.0,3.0
SRX2070426,9/1/19 10:02,216597,Salmonella enterica subsp. enterica serovar Typhimurium str. SL1344,28901,1236,216597,Salmonella enterica,PAIRED,ILLUMINA,Illumina HiSeq 2000,SRR4105777,SRP083904,PRJNA341384,341384,SRS1661027,SAMN05720783,SRA458985,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,3064679,GSE86311,GSM2299967,,5720783,wild type,wild type,NC_016810.1;NC_017718.1;NC_017719.1;NC_017720.1,OPG,WT,WT,WT,LB,,,Aerobic,"ampicillin(100lgml-1), kanamycin(50lgml-1) and nalidixic acid (10lgml-1)",37C,,,,https://link.springer.com/article/10.1007%2Fs00284-017-1267-1,Salmonella enterica subsp. enterica serovar Typhimurium str. SL1344,,WT,,2,1,WT_2,,,True,True,True,OPG:WT,True,True,2.0,OPG:WT:2.0,3.0
SRX2070427,9/1/19 10:02,216597,Salmonella enterica subsp. enterica serovar Typhimurium str. SL1344,28901,1236,216597,Salmonella enterica,PAIRED,ILLUMINA,Illumina HiSeq 2000,SRR4105778,SRP083904,PRJNA341384,341384,SRS1661028,SAMN05720782,SRA458985,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,3064680,GSE86311,GSM2299968,,5720782,wild type,wild type,NC_016810.1;NC_017718.1;NC_017719.1;NC_017720.1,OPG,WT,WT,WT,LB,,,Aerobic,"ampicillin(100lgml-1), kanamycin(50lgml-1) and nalidixic acid (10lgml-1)",37C,,,,https://link.springer.com/article/10.1007%2Fs00284-017-1267-1,Salmonella enterica subsp. enterica serovar Typhimurium str. SL1344,,WT,,3,1,WT_3,,,True,True,True,OPG:WT,True,True,3.0,OPG:WT:3.0,3.0
SRX1470895,12/11/15 16:39,90371,Salmonella enterica subsp. enterica serovar Typhimurium str. SL1344,28901,1236,90371,Salmonella enterica,SINGLE,ILLUMINA,NextSeq 500,SRR2981441,SRP057246,PRJNA281341,281341,SRS1198134,SAMN04327096,SRA259591,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,2079769,GSE67949,GSM1967909,26789254.0,4327096,SL1344,pinT_trans_complementation,NC_016810.1;NC_017718.1;NC_017719.1;NC_017720.1,PinT,pinT+_1h,pinT+_1h,pinT+,LB,,,Aerobic,,37C,,,2,,Salmonella enterica subsp. enterica serovar Typhimurium str. SL1344,Human,pinT,dual RNAseq,2,1,pinT+_1h_2,,,True,True,True,PinT:pinT+_1h,True,True,1.0,PinT:pinT+_1h:1.0,2.0
SRX1470896,12/11/15 16:39,90371,Salmonella enterica subsp. enterica serovar Typhimurium str. SL1344,28901,1236,90371,Salmonella enterica,SINGLE,ILLUMINA,NextSeq 500,SRR2981442,SRP057246,PRJNA281341,281341,SRS1198133,SAMN04327097,SRA259591,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,2079770,GSE67949,GSM1967910,26789254.0,4327097,SL1344,pinT_trans_complementation,NC_016810.1;NC_017718.1;NC_017719.1;NC_017720.1,PinT,pinT+_1h,pinT+_1h,pinT+,LB,,,Aerobic,,37C,,,2,,Salmonella enterica subsp. enterica serovar Typhimurium str. SL1344,Human,pinT,dual RNAseq,3,1,pinT+_1h_3,,,True,True,True,PinT:pinT+_1h,True,True,2.0,PinT:pinT+_1h:2.0,2.0
SRX2409106,6/12/17 15:57,216597,Salmonella enterica subsp. enterica serovar Typhimurium str. SL1344,28901,1236,216597,Salmonella enterica,SINGLE,ILLUMINA,Illumina HiSeq 2500,SRR5092215,SRP094837,PRJNA356844,356844,SRS1847345,SAMN06128020,SRA501889,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,3501139,GSE91086,GSM2420813,28611217.0,6128020,SL1344,wild type,NC_016810.1;NC_017718.1;NC_017719.1;NC_017720.1,cold_shock_protein,WT_RNAseq,WT_RNAseq,WT,LB,,,Aerobic,,37C,,,2,,Salmonella enterica subsp. enterica serovar Typhimurium str. SL1344,Human,WT,"RIP-Seq, dual-RNA-Seq",1,1,WT_RNAseq_1,,,True,True,True,cold_shock_protein:WT_RNAseq,True,True,1.0,cold_shock_protein:WT_RNAseq:1.0,3.0
SRX2409107,6/12/17 15:57,216597,Salmonella enterica subsp. enterica serovar Typhimurium str. SL1344,28901,1236,216597,Salmonella enterica,SINGLE,ILLUMINA,Illumina HiSeq 2500,SRR5092216,SRP094837,PRJNA356844,356844,SRS1847346,SAMN06128019,SRA501889,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,3501140,GSE91086,GSM2420814,28611217.0,6128019,SL1344,wild type,NC_016810.1;NC_017718.1;NC_017719.1;NC_017720.1,cold_shock_protein,WT_RNAseq,WT_RNAseq,WT,LB,,,Aerobic,,37C,,,2,,Salmonella enterica subsp. enterica serovar Typhimurium str. SL1344,Human,WT,"RIP-Seq, dual-RNA-Seq",2,1,WT_RNAseq_2,,,True,True,True,cold_shock_protein:WT_RNAseq,True,True,2.0,cold_shock_protein:WT_RNAseq:2.0,3.0
SRX2409108,6/12/17 15:57,216597,Salmonella enterica subsp. enterica serovar Typhimurium str. SL1344,28901,1236,216597,Salmonella enterica,SINGLE,ILLUMINA,Illumina HiSeq 2500,SRR5092217,SRP094837,PRJNA356844,356844,SRS1847347,SAMN06128018,SRA501889,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,3501141,GSE91086,GSM2420815,28611217.0,6128018,SL1344,wild type,NC_016810.1;NC_017718.1;NC_017719.1;NC_017720.1,cold_shock_protein,WT_RNAseq,WT_RNAseq,WT,LB,,,Aerobic,,37C,,,2,,Salmonella enterica subsp. enterica serovar Typhimurium str. SL1344,Human,WT,"RIP-Seq, dual-RNA-Seq",3,1,WT_RNAseq_3,,,True,True,True,cold_shock_protein:WT_RNAseq,True,True,3.0,cold_shock_protein:WT_RNAseq:3.0,3.0
SRX2409109,6/12/17 15:57,216597,Salmonella enterica subsp. enterica serovar Typhimurium str. SL1344,28901,1236,216597,Salmonella enterica,SINGLE,ILLUMINA,Illumina HiSeq 2500,SRR5092218,SRP094837,PRJNA356844,356844,SRS1847348,SAMN06128017,SRA501889,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,3501142,GSE91086,GSM2420816,28611217.0,6128017,SL1344,del_cspCE,NC_016810.1;NC_017718.1;NC_017719.1;NC_017720.1,cold_shock_protein,DeltaCspCE_RNAseq,WT_RNAseq,del_cspCE,LB,,,Aerobic,,37C,,,2,,Salmonella enterica subsp. enterica serovar Typhimurium str. SL1344,Human,"cspC, cspE","RIP-Seq, dual-RNA-Seq",1,1,DeltaCspCE_RNAseq_1,,,True,True,True,cold_shock_protein:DeltaCspCE_RNAseq,True,True,1.0,cold_shock_protein:DeltaCspCE_RNAseq:1.0,3.0
SRX2409110,6/12/17 15:57,216597,Salmonella enterica subsp. enterica serovar Typhimurium str. SL1344,28901,1236,216597,Salmonella enterica,SINGLE,ILLUMINA,Illumina HiSeq 2500,SRR5092219,SRP094837,PRJNA356844,356844,SRS1847349,SAMN06128016,SRA501889,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,3501143,GSE91086,GSM2420817,28611217.0,6128016,SL1344,del_cspCE,NC_016810.1;NC_017718.1;NC_017719.1;NC_017720.1,cold_shock_protein,DeltaCspCE_RNAseq,WT_RNAseq,del_cspCE,LB,,,Aerobic,,37C,,,2,,Salmonella enterica subsp. enterica serovar Typhimurium str. SL1344,Human,"cspC, cspE","RIP-Seq, dual-RNA-Seq",2,1,DeltaCspCE_RNAseq_2,,,True,True,True,cold_shock_protein:DeltaCspCE_RNAseq,True,True,2.0,cold_shock_protein:DeltaCspCE_RNAseq:2.0,3.0
SRX2409111,6/12/17 15:57,216597,Salmonella enterica subsp. enterica serovar Typhimurium str. SL1344,28901,1236,216597,Salmonella enterica,SINGLE,ILLUMINA,Illumina HiSeq 2500,SRR5092220,SRP094837,PRJNA356844,356844,SRS1847350,SAMN06128015,SRA501889,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,3501144,GSE91086,GSM2420818,28611217.0,6128015,SL1344,del_cspCE,NC_016810.1;NC_017718.1;NC_017719.1;NC_017720.1,cold_shock_protein,DeltaCspCE_RNAseq,WT_RNAseq,del_cspCE,LB,,,Aerobic,,37C,,,2,,Salmonella enterica subsp. enterica serovar Typhimurium str. SL1344,Human,"cspC, cspE","RIP-Seq, dual-RNA-Seq",3,1,DeltaCspCE_RNAseq_3,,,True,True,True,cold_shock_protein:DeltaCspCE_RNAseq,True,True,3.0,cold_shock_protein:DeltaCspCE_RNAseq:3.0,3.0
SRX7973255,2020-03-25 17:23:03,90371,Salmonella enterica subsp. enterica serovar Typhimurium str. SL1344,28901,1236,90371,Salmonella enterica,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRR11394438,SRP253755,PRJNA614513,614513,SRS6358053,SAMN14428302,SRA1058360,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,10409081,GSE147414,GSM4430235,32413287.0,14428302,,WT,NC_016810.1;NC_017718.1;NC_017719.1;NC_017720.1,dephostatin,LB_DMSO,LB_DMSO,WT,LB,,,Aerobic,,37C,,mid-log,,treated with DMSO (0.25%) ,Salmonella enterica subsp. enterica serovar Typhimurium str. SL1344,,WT,,1,1,LB_DMSO_1,,,True,True,True,dephostatin:LB_DMSO,True,True,1.0,dephostatin:LB_DMSO:1.0,3.0
SRX7973256,2020-03-25 17:23:03,90371,Salmonella enterica subsp. enterica serovar Typhimurium str. SL1344,28901,1236,90371,Salmonella enterica,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRR11394439,SRP253755,PRJNA614513,614513,SRS6358054,SAMN14428301,SRA1058360,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,10409082,GSE147414,GSM4430236,32413287.0,14428301,,WT,NC_016810.1;NC_017718.1;NC_017719.1;NC_017720.1,dephostatin,LB_DMSO,LB_DMSO,WT,LB,,,Aerobic,,37C,,mid-log,,treated with DMSO (0.25%) ,Salmonella enterica subsp. enterica serovar Typhimurium str. SL1344,,WT,,2,1,LB_DMSO_2,,,True,True,True,dephostatin:LB_DMSO,True,True,2.0,dephostatin:LB_DMSO:2.0,3.0
SRX7973257,2020-03-25 17:23:03,90371,Salmonella enterica subsp. enterica serovar Typhimurium str. SL1344,28901,1236,90371,Salmonella enterica,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRR11394440,SRP253755,PRJNA614513,614513,SRS6358055,SAMN14428300,SRA1058360,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,10409083,GSE147414,GSM4430237,32413287.0,14428300,,WT,NC_016810.1;NC_017718.1;NC_017719.1;NC_017720.1,dephostatin,LB_DMSO,LB_DMSO,WT,LB,,,Aerobic,,37C,,mid-log,,treated with DMSO (0.25%) ,Salmonella enterica subsp. enterica serovar Typhimurium str. SL1344,,WT,,3,1,LB_DMSO_3,,,True,True,True,dephostatin:LB_DMSO,True,True,3.0,dephostatin:LB_DMSO:3.0,3.0
SRX7973258,2020-03-25 17:23:03,90371,Salmonella enterica subsp. enterica serovar Typhimurium str. SL1344,28901,1236,90371,Salmonella enterica,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRR11394441,SRP253755,PRJNA614513,614513,SRS6358056,SAMN14428299,SRA1058360,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,10409084,GSE147414,GSM4430238,32413287.0,14428299,,WT,NC_016810.1;NC_017718.1;NC_017719.1;NC_017720.1,dephostatin,LB_Dephostatin,LB_DMSO,WT,LB,,,Aerobic,,37C,,mid-log,,treated with dephostatin (32 µg/mL),Salmonella enterica subsp. enterica serovar Typhimurium str. SL1344,,WT,,1,1,LB_Dephostatin_1,,,True,True,True,dephostatin:LB_Dephostatin,True,True,1.0,dephostatin:LB_Dephostatin:1.0,3.0
SRX7973259,2020-03-25 17:23:03,90371,Salmonella enterica subsp. enterica serovar Typhimurium str. SL1344,28901,1236,90371,Salmonella enterica,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRR11394442,SRP253755,PRJNA614513,614513,SRS6358057,SAMN14428298,SRA1058360,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,10409085,GSE147414,GSM4430239,32413287.0,14428298,,WT,NC_016810.1;NC_017718.1;NC_017719.1;NC_017720.1,dephostatin,LB_Dephostatin,LB_DMSO,WT,LB,,,Aerobic,,37C,,mid-log,,treated with dephostatin (32 µg/mL),Salmonella enterica subsp. enterica serovar Typhimurium str. SL1344,,WT,,2,1,LB_Dephostatin_2,,,True,True,True,dephostatin:LB_Dephostatin,True,True,2.0,dephostatin:LB_Dephostatin:2.0,3.0
SRX7973260,2020-03-25 17:23:03,90371,Salmonella enterica subsp. enterica serovar Typhimurium str. SL1344,28901,1236,90371,Salmonella enterica,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRR11394443,SRP253755,PRJNA614513,614513,SRS6358058,SAMN14428297,SRA1058360,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,10409086,GSE147414,GSM4430240,32413287.0,14428297,,WT,NC_016810.1;NC_017718.1;NC_017719.1;NC_017720.1,dephostatin,LB_Dephostatin,LB_DMSO,WT,LB,,,Aerobic,,37C,,mid-log,,treated with dephostatin (32 µg/mL),Salmonella enterica subsp. enterica serovar Typhimurium str. SL1344,,WT,,3,1,LB_Dephostatin_3,,,True,True,True,dephostatin:LB_Dephostatin,True,True,3.0,dephostatin:LB_Dephostatin:3.0,3.0
SRX7973261,2020-03-25 17:23:03,90371,Salmonella enterica subsp. enterica serovar Typhimurium str. SL1344,28901,1236,90371,Salmonella enterica,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRR11394444,SRP253755,PRJNA614513,614513,SRS6358059,SAMN14428296,SRA1058360,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,10409087,GSE147414,GSM4430241,32413287.0,14428296,,WT,NC_016810.1;NC_017718.1;NC_017719.1;NC_017720.1,dephostatin,LPM_DMSO,LB_DMSO,WT,LPM,,,Aerobic,,37C,,mid-log,,treated with DMSO (0.25%) ,Salmonella enterica subsp. enterica serovar Typhimurium str. SL1344,,WT,,1,1,LPM_DMSO_1,,,True,True,True,dephostatin:LPM_DMSO,True,True,1.0,dephostatin:LPM_DMSO:1.0,2.0
SRX7973262,2020-03-25 17:23:03,90371,Salmonella enterica subsp. enterica serovar Typhimurium str. SL1344,28901,1236,90371,Salmonella enterica,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRR11394445,SRP253755,PRJNA614513,614513,SRS6358060,SAMN14428295,SRA1058360,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,10409088,GSE147414,GSM4430242,32413287.0,14428295,,WT,NC_016810.1;NC_017718.1;NC_017719.1;NC_017720.1,dephostatin,LPM_DMSO,LB_DMSO,WT,LPM,,,Aerobic,,37C,,mid-log,,treated with DMSO (0.25%) ,Salmonella enterica subsp. enterica serovar Typhimurium str. SL1344,,WT,,2,1,LPM_DMSO_2,,,True,True,True,dephostatin:LPM_DMSO,True,True,2.0,dephostatin:LPM_DMSO:2.0,2.0
SRX7973264,2020-03-25 17:23:03,90371,Salmonella enterica subsp. enterica serovar Typhimurium str. SL1344,28901,1236,90371,Salmonella enterica,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRR11394447,SRP253755,PRJNA614513,614513,SRS6358062,SAMN14428293,SRA1058360,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,10409090,GSE147414,GSM4430244,32413287.0,14428293,,WT,NC_016810.1;NC_017718.1;NC_017719.1;NC_017720.1,dephostatin,LPM_Dephostatin,LB_DMSO,WT,LPM,,,Aerobic,,37C,,mid-log,,treated with dephostatin (32 µg/mL),Salmonella enterica subsp. enterica serovar Typhimurium str. SL1344,,WT,,1,1,LPM_Dephostatin_1,,,True,True,True,dephostatin:LPM_Dephostatin,True,True,1.0,dephostatin:LPM_Dephostatin:1.0,3.0
SRX7973265,2020-03-25 17:23:03,90371,Salmonella enterica subsp. enterica serovar Typhimurium str. SL1344,28901,1236,90371,Salmonella enterica,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRR11394448,SRP253755,PRJNA614513,614513,SRS6358063,SAMN14428292,SRA1058360,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,10409091,GSE147414,GSM4430245,32413287.0,14428292,,WT,NC_016810.1;NC_017718.1;NC_017719.1;NC_017720.1,dephostatin,LPM_Dephostatin,LB_DMSO,WT,LPM,,,Aerobic,,37C,,mid-log,,treated with dephostatin (32 µg/mL),Salmonella enterica subsp. enterica serovar Typhimurium str. SL1344,,WT,,2,1,LPM_Dephostatin_2,,,True,True,True,dephostatin:LPM_Dephostatin,True,True,2.0,dephostatin:LPM_Dephostatin:2.0,3.0
SRX7973266,2020-03-25 17:23:03,90371,Salmonella enterica subsp. enterica serovar Typhimurium str. SL1344,28901,1236,90371,Salmonella enterica,SINGLE,ILLUMINA,Illumina HiSeq 2000,SRR11394449,SRP253755,PRJNA614513,614513,SRS6358064,SAMN14428291,SRA1058360,RNA-Seq,cDNA,TRANSCRIPTOMIC,,GEO,0,0,10409092,GSE147414,GSM4430246,32413287.0,14428291,,WT,NC_016810.1;NC_017718.1;NC_017719.1;NC_017720.1,dephostatin,LPM_Dephostatin,LB_DMSO,WT,LPM,,,Aerobic,,37C,,mid-log,,treated with dephostatin (32 µg/mL),Salmonella enterica subsp. enterica serovar Typhimurium str. SL1344,,WT,,3,1,LPM_Dephostatin_3,,,True,True,True,dephostatin:LPM_Dephostatin,True,True,3.0,dephostatin:LPM_Dephostatin:3.0,3.0
ERX3475890,2020-06-02 15:00:07,90371,Salmonella enterica subsp. enterica serovar Typhimurium str. SL1344,28901,1236,90371,Salmonella enterica,PAIRED,ILLUMINA,Illumina HiSeq 4000,ERR3453914,ERP116523,PRJEB33710,636716,ERS3604629,SAMEA5816033,ERA2049416,RNA-Seq,PolyA,TRANSCRIPTOMIC,,ARK genomics,27703287,0,10991616,,,,15084694,SL1344,wild type genotype,NC_016810.1;NC_017718.1;NC_017719.1;NC_017720.1,efflux_inhibition,Chlorpromazine,no_treatment,WT,MOPS minimal media,,,Aerobic,,,,mid-log,,50ug/ml chlorpromazine,Salmonella enterica subsp. enterica serovar Typhimurium str. SL1344,,WT,,1,1,Chlorpromazine_1,,,True,True,True,efflux_inhibition:Chlorpromazine,True,True,1.0,efflux_inhibition:Chlorpromazine:1.0,4.0
ERX3475891,2020-06-02 15:00:07,90371,Salmonella enterica subsp. enterica serovar Typhimurium str. SL1344,28901,1236,90371,Salmonella enterica,PAIRED,ILLUMINA,Illumina HiSeq 4000,ERR3453915,ERP116523,PRJEB33710,636716,ERS3604630,SAMEA5816034,ERA2049416,RNA-Seq,PolyA,TRANSCRIPTOMIC,,ARK genomics,24920903,0,10991617,,,,15084695,SL1344,wild type genotype,NC_016810.1;NC_017718.1;NC_017719.1;NC_017720.1,efflux_inhibition,Chlorpromazine,no_treatment,WT,MOPS minimal media,,,Aerobic,,,,mid-log,,50ug/ml chlorpromazine,Salmonella enterica subsp. enterica serovar Typhimurium str. SL1344,,WT,,2,1,Chlorpromazine_2,,,True,True,True,efflux_inhibition:Chlorpromazine,True,True,2.0,efflux_inhibition:Chlorpromazine:2.0,4.0
ERX3475892,2020-06-02 15:00:07,90371,Salmonella enterica subsp. enterica serovar Typhimurium str. SL1344,28901,1236,90371,Salmonella enterica,PAIRED,ILLUMINA,Illumina HiSeq 4000,ERR3453916,ERP116523,PRJEB33710,636716,ERS3604631,SAMEA5816035,ERA2049416,RNA-Seq,PolyA,TRANSCRIPTOMIC,,ARK genomics,66357203,0,10991618,,,,15084696,SL1344,wild type genotype,NC_016810.1;NC_017718.1;NC_017719.1;NC_017720.1,efflux_inhibition,Chlorpromazine,no_treatment,WT,MOPS minimal media,,,Aerobic,,,,mid-log,,50ug/ml chlorpromazine,Salmonella enterica subsp. enterica serovar Typhimurium str. SL1344,,WT,,3,1,Chlorpromazine_3,,,True,True,True,efflux_inhibition:Chlorpromazine,True,True,3.0,efflux_inhibition:Chlorpromazine:3.0,4.0
ERX3475894,2020-06-02 15:00:07,90371,Salmonella enterica subsp. enterica serovar Typhimurium str. SL1344,28901,1236,90371,Salmonella enterica,PAIRED,ILLUMINA,Illumina HiSeq 4000,ERR3453918,ERP116523,PRJEB33710,636716,ERS3604633,SAMEA5816037,ERA2049416,RNA-Seq,PolyA,TRANSCRIPTOMIC,,ARK genomics,48957592,0,10991620,,,,15084698,SL1344,wild type genotype,NC_016810.1;NC_017718.1;NC_017719.1;NC_017720.1,efflux_inhibition,PABN,no_treatment,WT,MOPS minimal media,,,Aerobic,,,,mid-log,,100ug/ml PABN,Salmonella enterica subsp. enterica serovar Typhimurium str. SL1344,,WT,,3,1,PABN_3,,,True,True,True,efflux_inhibition:PABN,True,True,1.0,efflux_inhibition:PABN:1.0,3.0
ERX3475895,2020-06-02 15:00:07,90371,Salmonella enterica subsp. enterica serovar Typhimurium str. SL1344,28901,1236,90371,Salmonella enterica,PAIRED,ILLUMINA,Illumina HiSeq 4000,ERR3453919,ERP116523,PRJEB33710,636716,ERS3604634,SAMEA5816038,ERA2049416,RNA-Seq,PolyA,TRANSCRIPTOMIC,,ARK genomics,27040414,0,10991621,,,,15084699,SL1344,wild type genotype,NC_016810.1;NC_017718.1;NC_017719.1;NC_017720.1,efflux_inhibition,PABN,no_treatment,WT,MOPS minimal media,,,Aerobic,,,,mid-log,,100ug/ml PABN,Salmonella enterica subsp. enterica serovar Typhimurium str. SL1344,,WT,,4,1,PABN_4,,,True,True,True,efflux_inhibition:PABN,True,True,2.0,efflux_inhibition:PABN:2.0,3.0
ERX3475896,2020-06-02 15:00:07,90371,Salmonella enterica subsp. enterica serovar Typhimurium str. SL1344,28901,1236,90371,Salmonella enterica,PAIRED,ILLUMINA,Illumina HiSeq 4000,ERR3453920,ERP116523,PRJEB33710,636716,ERS3604635,SAMEA5816039,ERA2049416,RNA-Seq,PolyA,TRANSCRIPTOMIC,,ARK genomics,958148,0,10991622,,,,15084700,SL1344,wild type genotype,NC_016810.1;NC_017718.1;NC_017719.1;NC_017720.1,efflux_inhibition,no_treatment,no_treatment,WT,MOPS minimal media,,,Aerobic,,,,mid-log,,,Salmonella enterica subsp. enterica serovar Typhimurium str. SL1344,,WT,,1,1,no_treatment_1,,,True,True,True,efflux_inhibition:no_treatment,True,True,1.0,efflux_inhibition:no_treatment:1.0,3.0
ERX3475897,2020-06-02 15:00:07,90371,Salmonella enterica subsp. enterica serovar Typhimurium str. SL1344,28901,1236,90371,Salmonella enterica,PAIRED,ILLUMINA,Illumina HiSeq 4000,ERR3453921,ERP116523,PRJEB33710,636716,ERS3604636,SAMEA5816040,ERA2049416,RNA-Seq,PolyA,TRANSCRIPTOMIC,,ARK genomics,1851650,0,10991623,,,,15084701,SL1344,wild type genotype,NC_016810.1;NC_017718.1;NC_017719.1;NC_017720.1,efflux_inhibition,no_treatment,no_treatment,WT,MOPS minimal media,,,Aerobic,,,,mid-log,,,Salmonella enterica subsp. enterica serovar Typhimurium str. SL1344,,WT,,2,1,no_treatment_2,,,True,True,True,efflux_inhibition:no_treatment,True,True,2.0,efflux_inhibition:no_treatment:2.0,3.0
ERX3475899,2020-06-02 15:00:07,90371,Salmonella enterica subsp. enterica serovar Typhimurium str. SL1344,28901,1236,90371,Salmonella enterica,PAIRED,ILLUMINA,Illumina HiSeq 4000,ERR3453923,ERP116523,PRJEB33710,636716,ERS3604638,SAMEA5816042,ERA2049416,RNA-Seq,PolyA,TRANSCRIPTOMIC,,ARK genomics,24906671,0,10991625,,,,15084703,SL1344,wild type genotype,NC_016810.1;NC_017718.1;NC_017719.1;NC_017720.1,efflux_inhibition,no_treatment,no_treatment,WT,MOPS minimal media,,,Aerobic,,,,mid-log,,,Salmonella enterica subsp. enterica serovar Typhimurium str. SL1344,,WT,,4,1,no_treatment_4,,,True,True,True,efflux_inhibition:no_treatment,True,True,3.0,efflux_inhibition:no_treatment:3.0,3.0
ERX3475900,2020-06-02 15:00:07,90371,Salmonella enterica subsp. enterica serovar Typhimurium str. SL1344,28901,1236,90371,Salmonella enterica,PAIRED,ILLUMINA,Illumina HiSeq 4000,ERR3453924,ERP116523,PRJEB33710,636716,ERS3604639,SAMEA5816043,ERA2049416,RNA-Seq,PolyA,TRANSCRIPTOMIC,,ARK genomics,8013853,0,10991626,,,,15084704,SL1344,wild type genotype,NC_016810.1;NC_017718.1;NC_017719.1;NC_017720.1,efflux_inhibition,Chlorpromazine,no_treatment,WT,MOPS minimal media,,,Aerobic,,,,mid-log,,50ug/ml chlorpromazine,Salmonella enterica subsp. enterica serovar Typhimurium str. SL1344,,WT,,4,1,Chlorpromazine_4,,,True,True,True,efflux_inhibition:Chlorpromazine,True,True,4.0,efflux_inhibition:Chlorpromazine:4.0,4.0
